Name,Team,Position.X,Position.Y,Position.Z,ActiveWeapon,HP,Armour,Velocity.X,Velocity.Y,Velocity.Z,IsDucking,HasHelmet,HasDefuseKit,ViewDirectionX,ViewDirectionY,Map = de_inferno
PnX | CSGOmall.com,CounterTerrorist,2480,2112,126.7755,P2000,100,0,0,0,0,False,False,False,0.3515625,18.98438
PnX | CSGOmall.com,CounterTerrorist,2480,2112,126.7755,P2000,100,0,0,0,0,False,False,False,0.3515625,18.63281
PnX | CSGOmall.com,CounterTerrorist,2480,2112,126.7755,P2000,100,0,0,0,0,False,False,False,207.0703,359.6484
PnX | CSGOmall.com,CounterTerrorist,2480,2112,126.7755,P2000,100,0,0,0,0,False,False,False,207.0703,359.6484
PnX | CSGOmall.com,CounterTerrorist,2480,2112,126.7755,P2000,100,0,0,0,0,False,False,False,207.0703,359.6484
PnX | CSGOmall.com,CounterTerrorist,2480,2112,126.7755,P2000,100,0,0,0,0,False,False,False,207.0703,359.6484
PnX | CSGOmall.com,CounterTerrorist,2480,2112,126.7755,P2000,100,0,0,0,0,False,False,False,207.0703,359.6484
PnX | CSGOmall.com,CounterTerrorist,2480,2112,126.7755,P2000,100,0,0,0,0,False,False,False,207.0703,359.6484
PnX | CSGOmall.com,CounterTerrorist,2480,2112,126.7755,P2000,100,0,0,0,0,False,False,False,207.0703,359.6484
PnX | CSGOmall.com,CounterTerrorist,2480,2112,126.7755,P2000,100,0,0,0,0,False,False,False,207.4219,0.3515625
PnX | CSGOmall.com,CounterTerrorist,2480,2112,126.7755,P2000,100,0,0,0,0,False,False,False,208.4766,1.054688
PnX | CSGOmall.com,CounterTerrorist,2480,2112,126.7755,P2000,100,0,0,0,0,False,False,False,209.8828,2.109375
PnX | CSGOmall.com,CounterTerrorist,2480,2112,126.7755,P2000,100,0,0,0,0,False,False,False,211.6406,3.515625
PnX | CSGOmall.com,CounterTerrorist,2480,2112,126.7755,P2000,100,0,0,0,0,False,False,False,214.8047,4.570313
PnX | CSGOmall.com,CounterTerrorist,2480,2112,126.7755,P2000,100,0,0,0,0,False,False,False,222.5391,4.570313
PnX | CSGOmall.com,CounterTerrorist,2480,2112,126.7755,P2000,100,0,0,0,0,False,False,False,232.7344,3.867188
PnX | CSGOmall.com,CounterTerrorist,2480,2112,126.7755,P2000,100,0,0,0,0,False,False,False,244.6875,2.8125
PnX | CSGOmall.com,CounterTerrorist,2480,2112,126.7755,P2000,100,0,0,0,0,False,False,False,252.4219,1.757813
PnX | CSGOmall.com,CounterTerrorist,2480,2112,126.7755,Knife,100,0,0,0,0,False,False,False,253.4766,1.054688
PnX | CSGOmall.com,CounterTerrorist,2480,2112,126.7755,Knife,100,0,0,0,0,False,False,False,253.4766,1.054688
PnX | CSGOmall.com,CounterTerrorist,2480,2112,126.7755,Knife,100,0,0,0,0,False,False,False,253.4766,1.054688
PnX | CSGOmall.com,CounterTerrorist,2480,2112,126.7755,Knife,100,0,0,0,0,False,False,False,253.4766,1.054688
PnX | CSGOmall.com,CounterTerrorist,2480,2112,126.7755,Knife,100,0,0,0,0,False,False,False,253.4766,1.054688
PnX | CSGOmall.com,CounterTerrorist,2480,2112,126.7755,Knife,100,0,0,0,0,False,False,False,253.4766,1.054688
