Name,Team,Position.X,Position.Y,Position.Z,ActiveWeapon,HP,Armour,Velocity.X,Velocity.Y,Velocity.Z,IsDucking,HasHelmet,HasDefuseKit,ViewDirectionX,ViewDirectionY,Map = de_inferno
device ;M;,CounterTerrorist,2432,2184,124.3104,M4A1,100,95,0,0,0,False,True,True,73.47656,0.3515625
device ;M;,CounterTerrorist,2432,2184,124.3104,M4A1,100,95,0,0,0,False,True,True,73.125,0.3515625
device ;M;,CounterTerrorist,2432,2184,124.3104,M4A1,100,95,0,0,0,False,True,True,73.125,0.3515625
device ;M;,CounterTerrorist,2432,2184,124.3104,M4A1,100,95,0,0,0,False,True,True,73.125,0.3515625
device ;M;,CounterTerrorist,2432,2184,124.3104,M4A1,100,95,0,0,0,False,True,True,271.0547,0.3515625
device ;M;,CounterTerrorist,2432,2184,124.3104,M4A1,100,95,0,0,0,False,True,True,271.0547,1.054688
device ;M;,CounterTerrorist,2432,2184,124.3104,M4A1,100,95,0,0,0,False,True,True,271.4063,1.40625
device ;M;,CounterTerrorist,2432,2184,124.3104,M4A1,100,95,0,0,0,False,True,True,271.4063,1.40625
device ;M;,CounterTerrorist,2432,2184,124.3104,M4A1,100,95,0,0,0,False,True,True,271.4063,1.40625
device ;M;,CounterTerrorist,2432,2184,124.3104,M4A1,100,95,0,0,0,False,True,True,271.4063,1.40625
device ;M;,CounterTerrorist,2432,2184,124.3104,M4A1,100,95,0,0,0,False,True,True,271.4063,1.40625
device ;M;,CounterTerrorist,2432,2184,124.3104,M4A1,100,95,0,0,0,False,True,True,271.4063,1.40625
device ;M;,CounterTerrorist,2432,2184,124.3104,M4A1,100,95,0,0,0,False,True,True,271.4063,1.40625
device ;M;,CounterTerrorist,2432,2184,124.3104,M4A1,100,95,0,0,0,False,True,True,271.4063,1.40625
device ;M;,CounterTerrorist,2432,2184,124.3104,M4A1,100,95,0,0,0,False,True,True,271.7578,1.40625
device ;M;,CounterTerrorist,2432,2184,124.3104,M4A1,100,95,0,0,0,False,True,True,273.1641,2.109375
device ;M;,CounterTerrorist,2432,2184,124.3104,M4A1,100,95,0,0,0,False,True,True,274.5703,2.109375
device ;M;,CounterTerrorist,2432,2184,124.3104,M4A1,100,95,0,0,0,False,True,True,274.5703,2.109375
device ;M;,CounterTerrorist,2432,2184,124.3104,M4A1,100,95,0,0,0,False,True,True,274.5703,2.109375
