Name,Team,Position.X,Position.Y,Position.Z,ActiveWeapon,HP,Armour,Velocity.X,Velocity.Y,Velocity.Z,IsDucking,HasHelmet,HasDefuseKit,ViewDirectionX,ViewDirectionY,Map = de_inferno
device ;M;,Terrorist,-1612,595,-59.96875,Knife,100,79,0,0,0,False,True,False,190.5469,11.60156
device ;M;,Terrorist,-1612,595,-59.96875,Knife,100,79,0,0,0,False,True,False,189.1406,11.60156
device ;M;,Terrorist,-1612,595,-59.96875,Knife,100,79,0,0,0,False,True,False,171.5625,14.0625
device ;M;,Terrorist,-1612,595,-59.96875,Knife,100,79,0,0,0,False,True,False,169.4531,14.0625
device ;M;,Terrorist,-1612,595,-59.96875,Knife,100,79,0,0,0,False,True,False,169.4531,13.71094
device ;M;,Terrorist,-1612,595,-59.96875,Knife,100,79,0,0,0,False,True,False,169.1016,13.71094
device ;M;,Terrorist,-1612,595,-59.96875,Knife,100,79,0,0,0,False,True,False,168.75,13.71094
device ;M;,Terrorist,-1612,595,-59.96875,Knife,100,79,0,0,0,False,True,False,305.1563,1.054688
device ;M;,Terrorist,-1612,595,-59.96875,Knife,100,79,0,0,0,False,True,False,284.4141,2.460938
device ;M;,Terrorist,-1612,595,-59.96875,Knife,100,79,0,0,0,False,True,False,262.6172,2.460938
device ;M;,Terrorist,-1612,595,-59.96875,Glock,100,79,0,0,0,False,True,False,249.2578,2.460938
device ;M;,Terrorist,-1612,595,-59.96875,Glock,100,79,0,0,0,False,True,False,246.7969,2.460938
device ;M;,Terrorist,-1612,595,-59.96875,AK47,100,79,0,0,0,False,True,False,248.2031,2.460938
device ;M;,Terrorist,-1612,595,-59.96875,AK47,100,79,0,0,0,False,True,False,248.2031,2.460938
device ;M;,Terrorist,-1612,595,-59.96875,AK47,100,79,0,0,0,False,True,False,248.2031,2.460938
device ;M;,Terrorist,-1612,595,-59.96875,AK47,100,79,0,0,0,False,True,False,249.6094,2.109375
device ;M;,Terrorist,-1612,595,-59.96875,AK47,100,79,0,0,0,False,True,False,250.3125,2.109375
device ;M;,Terrorist,-1612,595,-59.96875,AK47,100,79,0,0,0,False,True,False,250.3125,2.109375
device ;M;,Terrorist,-1612,595,-59.96875,AK47,100,79,0,0,0,False,True,False,250.3125,2.109375
device ;M;,Terrorist,-1612,595,-59.96875,AK47,100,79,0,0,0,False,True,False,250.3125,2.109375
device ;M;,Terrorist,-1612,595,-59.96875,AK47,100,79,0,0,0,False,True,False,250.3125,2.109375
device ;M;,Terrorist,-1612,595,-59.96875,AK47,100,79,0,0,0,False,True,False,250.3125,2.109375
device ;M;,Terrorist,-1612,595,-59.96875,AK47,100,79,0,0,0,False,True,False,250.3125,2.109375
device ;M;,Terrorist,-1612,595,-59.96875,AK47,100,79,0,0,0,False,True,False,250.3125,2.109375
device ;M;,Terrorist,-1612,595,-59.96875,AK47,100,79,0,0,0,False,True,False,250.3125,2.109375
device ;M;,Terrorist,-1612,595,-59.96875,AK47,100,79,0,0,0,False,True,False,250.3125,2.109375
device ;M;,Terrorist,-1612,595,-59.96875,AK47,100,79,0,0,0,False,True,False,250.3125,2.109375
device ;M;,Terrorist,-1612,595,-59.96875,AK47,100,79,0,0,0,False,True,False,250.3125,2.109375
device ;M;,Terrorist,-1612,595,-59.96875,AK47,100,79,0,0,0,False,True,False,250.3125,2.109375
device ;M;,Terrorist,-1612,595,-59.96875,AK47,100,79,0,0,0,False,True,False,250.3125,2.109375
device ;M;,Terrorist,-1612,595,-59.96875,AK47,100,79,0,0,0,False,True,False,250.3125,2.109375
device ;M;,Terrorist,-1612,595,-59.96875,AK47,100,79,0,0,0,False,True,False,250.3125,2.109375
device ;M;,Terrorist,-1612,595,-59.96875,AK47,100,79,0,0,0,False,True,False,250.3125,2.109375
device ;M;,Terrorist,-1612,595,-59.96875,AK47,100,79,0,0,0,False,True,False,250.3125,2.109375
device ;M;,Terrorist,-1612,595,-59.96875,AK47,100,79,0,0,0,False,True,False,254.1797,2.8125
device ;M;,Terrorist,-1612,595,-59.96875,AK47,100,79,0,0,0,False,True,False,264.375,3.515625
device ;M;,Terrorist,-1612,595,-59.96875,Glock,100,79,0,0,0,False,True,False,272.1094,3.515625
device ;M;,Terrorist,-1612,595,-59.96875,Glock,100,79,0,0,0,False,True,False,274.2188,3.515625
device ;M;,Terrorist,-1612,595,-59.96875,AK47,100,79,0,0,0,False,True,False,274.2188,3.515625
device ;M;,Terrorist,-1612,595,-59.96875,AK47,100,79,0,0,0,False,True,False,274.2188,3.515625
device ;M;,Terrorist,-1612,595,-59.96875,AK47,100,79,0,0,0,False,True,False,273.1641,3.515625
device ;M;,Terrorist,-1612,595,-59.96875,AK47,100,79,0,0,0,False,True,False,272.8125,3.515625
device ;M;,Terrorist,-1612,595,-59.96875,AK47,100,79,0,0,0,False,True,False,273.5156,3.867188
device ;M;,Terrorist,-1612,595,-59.96875,AK47,100,79,0,0,0,False,True,False,273.5156,3.867188
device ;M;,Terrorist,-1612,595,-59.96875,AK47,100,79,0,0,0,False,True,False,273.5156,3.867188
