Name,Team,Position.X,Position.Y,Position.Z,ActiveWeapon,HP,Armour,Velocity.X,Velocity.Y,Velocity.Z,IsDucking,HasHelmet,HasDefuseKit,ViewDirectionX,ViewDirectionY,Map = de_inferno
device ;M;,Terrorist,-1726.43,195.708,-63.96875,Glock,100,72,0,0,0,False,True,False,25.3125,10.54688
device ;M;,Terrorist,-1726.43,195.708,-63.96875,Glock,100,72,0,0,0,False,True,False,26.36719,13.71094
device ;M;,Terrorist,-1726.43,195.708,-63.96875,Glock,100,72,0,0,0,False,True,False,26.71875,14.41406
device ;M;,Terrorist,-1726.43,195.708,-63.96875,Glock,100,72,0,0,0,False,True,False,26.71875,15.11719
device ;M;,Terrorist,-1726.43,195.708,-63.96875,Glock,100,72,0,0,0,False,True,False,26.71875,15.46875
device ;M;,Terrorist,-1726.43,195.708,-63.96875,Glock,100,72,0,0,0,False,True,False,122.6953,1.757813
device ;M;,Terrorist,-1726.43,195.708,-63.96875,Glock,100,72,0,0,0,False,True,False,122.3438,3.164063
device ;M;,Terrorist,-1726.43,195.708,-63.96875,Glock,100,72,0,0,0,False,True,False,122.3438,4.21875
device ;M;,Terrorist,-1726.43,195.708,-63.96875,Glock,100,72,0,0,0,False,True,False,122.3438,5.625
device ;M;,Terrorist,-1726.43,195.708,-63.96875,Glock,100,72,0,0,0,False,True,False,122.3438,5.976563
device ;M;,Terrorist,-1726.43,195.708,-63.96875,Glock,100,72,0,0,0,False,True,False,122.3438,5.976563
device ;M;,Terrorist,-1726.43,195.708,-63.96875,Glock,100,72,0,0,0,False,True,False,122.3438,5.976563
device ;M;,Terrorist,-1726.43,195.708,-63.96875,Glock,100,72,0,0,0,False,True,False,122.6953,5.976563
device ;M;,Terrorist,-1726.43,195.708,-63.96875,Glock,100,72,0,0,0,False,True,False,122.6953,5.976563
device ;M;,Terrorist,-1726.43,195.708,-63.96875,Glock,100,72,0,0,0,False,True,False,122.6953,5.976563
device ;M;,Terrorist,-1726.43,195.708,-63.96875,Glock,100,72,0,0,0,False,True,False,122.6953,5.976563
device ;M;,Terrorist,-1726.43,195.708,-63.96875,Glock,100,72,0,0,0,False,True,False,122.6953,5.976563
device ;M;,Terrorist,-1726.43,195.708,-63.96875,Glock,100,72,0,0,0,False,True,False,122.6953,5.976563
device ;M;,Terrorist,-1726.43,195.708,-63.96875,Glock,100,72,0,0,0,False,True,False,122.6953,5.976563
device ;M;,Terrorist,-1726.43,195.708,-63.96875,Glock,100,72,0,0,0,False,True,False,122.6953,5.976563
