Name,Team,Position.X,Position.Y,Position.Z,ActiveWeapon,HP,Armour,Velocity.X,Velocity.Y,Velocity.Z,IsDucking,HasHelmet,HasDefuseKit,ViewDirectionX,ViewDirectionY,Map = de_inferno
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,51.32813,359.6484
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,51.32813,359.6484
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,313.5938,0
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,313.5938,0
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,313.5938,0
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,313.5938,0
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,313.5938,0
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,313.5938,0
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,313.5938,0
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,313.5938,0
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,313.5938,0
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,313.5938,0
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,313.5938,0
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,313.5938,0
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,313.5938,0
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,313.5938,0
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,313.5938,0
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,313.5938,0
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,313.5938,0
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,313.5938,0
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,313.5938,0
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,313.5938,0
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,313.5938,0
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,313.5938,0
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,313.5938,0
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,313.5938,0
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,313.5938,0
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,313.5938,0
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,313.5938,0
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,313.5938,0
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,313.5938,0
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,313.5938,0
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,313.5938,0
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,313.5938,0
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,313.5938,0
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,313.5938,0
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,313.5938,0
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,313.5938,0
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,313.5938,0
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,313.5938,0
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,313.5938,0
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,313.5938,0
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,313.5938,0
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,313.5938,0
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,313.5938,0
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,313.5938,0
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,313.5938,0
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,313.5938,0
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,313.5938,0
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,313.5938,0
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,313.5938,0
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,313.5938,0
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,313.5938,0
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,313.5938,0
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,313.5938,0
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,313.5938,0
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,313.5938,0
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,313.5938,0
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,313.5938,0
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,313.5938,0
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,311.1328,0
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,305.8594,1.40625
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,299.5313,3.515625
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Glock,100,0,0,0,0,False,False,False,296.7188,4.570313
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Knife,100,0,0,0,0,False,False,False,296.3672,4.570313
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Knife,100,0,0,0,0,False,False,False,296.3672,4.570313
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Knife,100,0,0,0,0,False,False,False,296.0156,4.570313
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Knife,100,0,0,0,0,False,False,False,295.6641,5.625
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Knife,100,0,0,0,0,False,False,False,296.3672,5.976563
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Knife,100,0,0,0,0,False,False,False,296.7188,5.976563
PnX | CSGOmall.com,Terrorist,-1612,595,-59.96875,Knife,100,0,0,0,0,False,False,False,296.7188,5.976563
