Name,Team,Position.X,Position.Y,Position.Z,ActiveWeapon,HP,Armour,Velocity.X,Velocity.Y,Velocity.Z,IsDucking,HasHelmet,HasDefuseKit,ViewDirectionX,ViewDirectionY,Map = de_inferno
EPSILON Uzzziii;Ð * Nike,Terrorist,-1668,471,-63.96875,Glock,100,0,0,0,0,False,False,False,88.24219,6.328125
EPSILON Uzzziii;Ð * Nike,Terrorist,-1668,471,-63.96875,Glock,100,0,0,0,0,False,False,False,88.24219,6.328125
EPSILON Uzzziii;Ð * Nike,Terrorist,-1668,471,-63.96875,Glock,100,0,0,0,0,False,False,False,88.24219,6.328125
EPSILON Uzzziii;Ð * Nike,Terrorist,-1668,471,-63.96875,Glock,100,0,0,0,0,False,False,False,3.164063,0
EPSILON Uzzziii;Ð * Nike,Terrorist,-1668,471,-63.96875,Glock,100,0,0,0,0,False,False,False,3.164063,0
EPSILON Uzzziii;Ð * Nike,Terrorist,-1668,471,-63.96875,Glock,100,0,0,0,0,False,False,False,3.164063,0
EPSILON Uzzziii;Ð * Nike,Terrorist,-1668,471,-63.96875,Glock,100,0,0,0,0,False,False,False,3.164063,0
EPSILON Uzzziii;Ð * Nike,Terrorist,-1668,471,-63.96875,Glock,100,0,0,0,0,False,False,False,3.164063,0
EPSILON Uzzziii;Ð * Nike,Terrorist,-1668,471,-63.96875,Glock,100,0,0,0,0,False,False,False,3.164063,0
EPSILON Uzzziii;Ð * Nike,Terrorist,-1668,471,-63.96875,Glock,100,0,0,0,0,False,False,False,2.8125,0
EPSILON Uzzziii;Ð * Nike,Terrorist,-1668,471,-63.96875,Glock,100,0,0,0,0,False,False,False,359.6484,358.9453
EPSILON Uzzziii;Ð * Nike,Terrorist,-1668,471,-63.96875,Glock,100,0,0,0,0,False,False,False,356.1328,359.2969
EPSILON Uzzziii;Ð * Nike,Terrorist,-1668,471,-63.96875,Glock,100,0,0,0,0,False,False,False,348.75,359.6484
EPSILON Uzzziii;Ð * Nike,Terrorist,-1668,471,-63.96875,Knife,100,0,0,0,0,False,False,False,335.0391,0
EPSILON Uzzziii;Ð * Nike,Terrorist,-1668,471,-63.96875,Knife,100,0,0,0,0,False,False,False,327.6563,0.3515625
EPSILON Uzzziii;Ð * Nike,Terrorist,-1668,471,-63.96875,Knife,100,0,0,0,0,False,False,False,322.7344,0.3515625
EPSILON Uzzziii;Ð * Nike,Terrorist,-1668,471,-63.96875,Knife,100,0,0,0,0,False,False,False,322.7344,0.3515625
EPSILON Uzzziii;Ð * Nike,Terrorist,-1668,471,-63.96875,Knife,100,0,0,0,0,False,False,False,322.7344,0.3515625
EPSILON Uzzziii;Ð * Nike,Terrorist,-1668,471,-63.96875,Knife,100,0,0,0,0,False,False,False,322.7344,0.3515625
EPSILON Uzzziii;Ð * Nike,Terrorist,-1668,471,-63.96875,Knife,100,0,0,0,0,False,False,False,322.7344,0.3515625
EPSILON Uzzziii;Ð * Nike,Terrorist,-1668,471,-63.96875,Knife,100,0,0,0,0,False,False,False,322.3828,0.3515625
EPSILON Uzzziii;Ð * Nike,Terrorist,-1668,471,-63.96875,Glock,100,0,0,0,0,False,False,False,319.5703,0.3515625
EPSILON Uzzziii;Ð * Nike,Terrorist,-1668,471,-63.96875,Glock,100,0,0,0,0,False,False,False,317.4609,359.6484
EPSILON Uzzziii;Ð * Nike,Terrorist,-1668,471,-63.96875,Knife,100,0,0,0,0,False,False,False,317.1094,359.6484
EPSILON Uzzziii;Ð * Nike,Terrorist,-1668,471,-63.96875,Knife,100,0,0,0,0,False,False,False,316.4063,359.6484
EPSILON Uzzziii;Ð * Nike,Terrorist,-1668,471,-63.96875,Knife,100,0,0,0,0,False,False,False,316.7578,359.2969
EPSILON Uzzziii;Ð * Nike,Terrorist,-1668,471,-63.96875,Knife,100,0,0,0,0,False,False,False,317.1094,358.9453
EPSILON Uzzziii;Ð * Nike,Terrorist,-1668,471,-63.96875,Knife,100,0,0,0,0,False,False,False,317.1094,358.9453
EPSILON Uzzziii;Ð * Nike,Terrorist,-1668,471,-63.96875,Knife,100,0,0,0,0,False,False,False,317.1094,358.9453
EPSILON Uzzziii;Ð * Nike,Terrorist,-1668,471,-63.96875,Knife,100,0,0,0,0,False,False,False,317.1094,358.9453
EPSILON Uzzziii;Ð * Nike,Terrorist,-1668,471,-63.96875,Knife,100,0,0,0,0,False,False,False,317.1094,358.9453
EPSILON Uzzziii;Ð * Nike,Terrorist,-1668,471,-63.96875,Knife,100,0,0,0,0,False,False,False,317.1094,358.9453
EPSILON Uzzziii;Ð * Nike,Terrorist,-1668,471,-63.96875,Knife,100,0,0,0,0,False,False,False,317.1094,358.9453
EPSILON Uzzziii;Ð * Nike,Terrorist,-1668,471,-63.96875,Knife,100,0,0,0,0,False,False,False,317.1094,358.9453
EPSILON Uzzziii;Ð * Nike,Terrorist,-1668,471,-63.96875,Knife,100,0,0,0,0,False,False,False,317.1094,358.9453
EPSILON Uzzziii;Ð * Nike,Terrorist,-1668,471,-63.96875,Knife,100,0,0,0,0,False,False,False,317.1094,358.9453
EPSILON Uzzziii;Ð * Nike,Terrorist,-1668,471,-63.96875,Knife,100,0,0,0,0,False,False,False,317.1094,358.9453
EPSILON Uzzziii;Ð * Nike,Terrorist,-1668,471,-63.96875,Knife,100,0,0,0,0,False,False,False,317.1094,358.9453
EPSILON Uzzziii;Ð * Nike,Terrorist,-1668,471,-63.96875,Knife,100,0,0,0,0,False,False,False,317.1094,358.9453
