Name,Team,Position.X,Position.Y,Position.Z,ActiveWeapon,HP,Armour,Velocity.X,Velocity.Y,Velocity.Z,IsDucking,HasHelmet,HasDefuseKit,ViewDirectionX,ViewDirectionY,Map = de_inferno
PnX | CSGOmall.com,Terrorist,-1542,471,-63.96877,Glock,100,0,0,0,0,False,False,False,66.79688,2.460938
PnX | CSGOmall.com,Terrorist,-1542,471,-63.96877,Glock,100,0,0,0,0,False,False,False,66.79688,2.460938
PnX | CSGOmall.com,Terrorist,-1542,471,-63.96877,Glock,100,0,0,0,0,False,False,False,292.1484,0
PnX | CSGOmall.com,Terrorist,-1542,471,-63.96877,Glock,100,0,0,0,0,False,False,False,292.1484,0
PnX | CSGOmall.com,Terrorist,-1542,471,-63.96877,Glock,100,0,0,0,0,False,False,False,292.1484,0
PnX | CSGOmall.com,Terrorist,-1542,471,-63.96877,Glock,100,0,0,0,0,False,False,False,292.1484,0
PnX | CSGOmall.com,Terrorist,-1542,471,-63.96877,Glock,100,0,0,0,0,False,False,False,292.1484,0
PnX | CSGOmall.com,Terrorist,-1542,471,-63.96877,Glock,100,0,0,0,0,False,False,False,292.1484,0
PnX | CSGOmall.com,Terrorist,-1542,471,-63.96877,Glock,100,0,0,0,0,False,False,False,292.1484,0
PnX | CSGOmall.com,Terrorist,-1542,471,-63.96877,Glock,100,0,0,0,0,False,False,False,292.1484,0
PnX | CSGOmall.com,Terrorist,-1542,471,-63.96877,Glock,100,0,0,0,0,False,False,False,292.1484,0
PnX | CSGOmall.com,Terrorist,-1542,471,-63.96877,Glock,100,0,0,0,0,False,False,False,292.1484,0
PnX | CSGOmall.com,Terrorist,-1542,471,-63.96877,Glock,100,0,0,0,0,False,False,False,292.1484,0
PnX | CSGOmall.com,Terrorist,-1542,471,-63.96877,Glock,100,0,0,0,0,False,False,False,292.1484,0
PnX | CSGOmall.com,Terrorist,-1542,471,-63.96877,Glock,100,0,0,0,0,False,False,False,292.1484,0
PnX | CSGOmall.com,Terrorist,-1542,471,-63.96877,Glock,100,0,0,0,0,False,False,False,292.1484,0
PnX | CSGOmall.com,Terrorist,-1542,471,-63.96877,Glock,100,0,0,0,0,False,False,False,292.1484,0
PnX | CSGOmall.com,Terrorist,-1542,471,-63.96877,Glock,100,0,0,0,0,False,False,False,292.1484,0
PnX | CSGOmall.com,Terrorist,-1542,471,-63.96877,Glock,100,0,0,0,0,False,False,False,292.1484,0
PnX | CSGOmall.com,Terrorist,-1542,471,-63.96877,Glock,100,0,0,0,0,False,False,False,292.1484,0
PnX | CSGOmall.com,Terrorist,-1542,471,-63.96877,Glock,100,0,0,0,0,False,False,False,292.1484,0
PnX | CSGOmall.com,Terrorist,-1542,471,-63.96877,Glock,100,0,0,0,0,False,False,False,292.1484,0
PnX | CSGOmall.com,Terrorist,-1542,471,-63.96877,Glock,100,0,0,0,0,False,False,False,292.1484,0
