Name,Team,Position.X,Position.Y,Position.Z,ActiveWeapon,HP,Armour,Velocity.X,Velocity.Y,Velocity.Z,IsDucking,HasHelmet,HasDefuseKit,ViewDirectionX,ViewDirectionY,Map = de_inferno
PnX | CSGOmall.com,Terrorist,-1703,417,-63.96875,Glock,100,0,0,0,0,False,False,False,265.4297,6.679688
PnX | CSGOmall.com,Terrorist,-1703,417,-63.96875,Glock,100,0,0,0,0,False,False,False,265.4297,6.679688
PnX | CSGOmall.com,Terrorist,-1703,417,-63.96875,Glock,100,0,0,0,0,False,False,False,32.34375,0
PnX | CSGOmall.com,Terrorist,-1703,417,-63.96875,Glock,100,0,0,0,0,False,False,False,32.34375,0
PnX | CSGOmall.com,Terrorist,-1703,417,-63.96875,Glock,100,0,0,0,0,False,False,False,32.34375,0
PnX | CSGOmall.com,Terrorist,-1703,417,-63.96875,Glock,100,0,0,0,0,False,False,False,32.34375,0
PnX | CSGOmall.com,Terrorist,-1703,417,-63.96875,Glock,100,0,0,0,0,False,False,False,32.34375,0
PnX | CSGOmall.com,Terrorist,-1703,417,-63.96875,Glock,100,0,0,0,0,False,False,False,32.34375,0
PnX | CSGOmall.com,Terrorist,-1703,417,-63.96875,Glock,100,0,0,0,0,False,False,False,32.34375,0
PnX | CSGOmall.com,Terrorist,-1703,417,-63.96875,Glock,100,0,0,0,0,False,False,False,32.34375,0
PnX | CSGOmall.com,Terrorist,-1703,417,-63.96875,Glock,100,0,0,0,0,False,False,False,32.34375,0
PnX | CSGOmall.com,Terrorist,-1703,417,-63.96875,Glock,100,0,0,0,0,False,False,False,32.34375,0
PnX | CSGOmall.com,Terrorist,-1703,417,-63.96875,Glock,100,0,0,0,0,False,False,False,32.34375,0
PnX | CSGOmall.com,Terrorist,-1703,417,-63.96875,Glock,100,0,0,0,0,False,False,False,32.34375,0
PnX | CSGOmall.com,Terrorist,-1703,417,-63.96875,Glock,100,0,0,0,0,False,False,False,32.34375,0
PnX | CSGOmall.com,Terrorist,-1703,417,-63.96875,Glock,100,0,0,0,0,False,False,False,32.34375,0
PnX | CSGOmall.com,Terrorist,-1703,417,-63.96875,Glock,100,0,0,0,0,False,False,False,32.34375,0
PnX | CSGOmall.com,Terrorist,-1703,417,-63.96875,Glock,100,0,0,0,0,False,False,False,32.34375,0
PnX | CSGOmall.com,Terrorist,-1703,417,-63.96875,Glock,100,0,0,0,0,False,False,False,32.34375,0
PnX | CSGOmall.com,Terrorist,-1703,417,-63.96875,Glock,100,0,0,0,0,False,False,False,32.34375,0
PnX | CSGOmall.com,Terrorist,-1703,417,-63.96875,Glock,100,0,0,0,0,False,False,False,32.34375,0
PnX | CSGOmall.com,Terrorist,-1703,417,-63.96875,Knife,100,0,0,0,0,False,False,False,31.64063,359.6484
PnX | CSGOmall.com,Terrorist,-1703,417,-63.96875,Knife,100,0,0,0,0,False,False,False,27.42188,359.2969
PnX | CSGOmall.com,Terrorist,-1703,417,-63.96875,Knife,100,0,0,0,0,False,False,False,15.11719,0.3515625
PnX | CSGOmall.com,Terrorist,-1703,417,-63.96875,Knife,100,0,0,0,0,False,False,False,356.4844,2.109375
PnX | CSGOmall.com,Terrorist,-1703,417,-63.96875,Knife,100,0,0,0,0,False,False,False,339.9609,3.867188
PnX | CSGOmall.com,Terrorist,-1703,417,-63.96875,Knife,100,0,0,0,0,False,False,False,326.25,5.625
PnX | CSGOmall.com,Terrorist,-1703,417,-63.96875,Knife,100,0,0,0,0,False,False,False,321.3281,6.328125
PnX | CSGOmall.com,Terrorist,-1703,417,-63.96875,Knife,100,0,0,0,0,False,False,False,321.3281,6.679688
PnX | CSGOmall.com,Terrorist,-1703,417,-63.96875,Knife,100,0,0,0,0,False,False,False,321.3281,6.679688
PnX | CSGOmall.com,Terrorist,-1703,417,-63.96875,Knife,100,0,0,0,0,False,False,False,321.3281,6.679688
PnX | CSGOmall.com,Terrorist,-1703,417,-63.96875,Knife,100,0,0,0,0,False,False,False,321.3281,6.679688
PnX | CSGOmall.com,Terrorist,-1703,417,-63.96875,Knife,100,0,0,0,0,False,False,False,321.3281,6.679688
PnX | CSGOmall.com,Terrorist,-1703,417,-63.96875,Knife,100,0,0,0,0,False,False,False,321.3281,6.679688
