Name,Team,Position.X,Position.Y,Position.Z,ActiveWeapon,HP,Armour,Velocity.X,Velocity.Y,Velocity.Z,IsDucking,HasHelmet,HasDefuseKit,ViewDirectionX,ViewDirectionY,Map = de_inferno
device ;M;,Terrorist,-1662.16,192.397,-63.96875,Knife,100,78,0,0,0,False,True,False,203.2031,348.0469
device ;M;,Terrorist,-1662.16,192.397,-63.96875,Knife,100,78,0,0,0,False,True,False,207.4219,349.1016
device ;M;,Terrorist,-1662.16,192.397,-63.96875,Knife,100,78,0,0,0,False,True,False,221.1328,351.2109
device ;M;,Terrorist,-1662.16,192.397,-63.96875,Knife,100,78,0,0,0,False,True,False,239.7656,353.6719
device ;M;,Terrorist,-1662.16,192.397,-63.96875,Knife,100,78,0,0,0,False,True,False,242.9297,354.0234
device ;M;,Terrorist,-1662.16,192.397,-63.96875,Knife,100,78,0,0,0,False,True,False,179.2969,1.40625
device ;M;,Terrorist,-1662.16,192.397,-63.96875,Knife,100,78,0,0,0,False,True,False,191.6016,1.40625
device ;M;,Terrorist,-1662.16,192.397,-63.96875,Knife,100,78,0,0,0,False,True,False,199.3359,1.40625
device ;M;,Terrorist,-1662.16,192.397,-63.96875,Knife,100,78,0,0,0,False,True,False,204.9609,1.40625
device ;M;,Terrorist,-1662.16,192.397,-63.96875,Knife,100,78,0,0,0,False,True,False,207.7734,1.054688
device ;M;,Terrorist,-1662.16,192.397,-63.96875,Knife,100,78,0,0,0,False,True,False,207.7734,1.054688
device ;M;,Terrorist,-1662.16,192.397,-63.96875,Glock,100,78,0,0,0,False,True,False,207.7734,1.054688
device ;M;,Terrorist,-1662.16,192.397,-63.96875,Glock,100,78,0,0,0,False,True,False,208.125,1.054688
device ;M;,Terrorist,-1662.16,192.397,-63.96875,Glock,100,78,0,0,0,False,True,False,208.4766,1.054688
device ;M;,Terrorist,-1662.16,192.397,-63.96875,Glock,100,78,0,0,0,False,True,False,209.1797,0.703125
device ;M;,Terrorist,-1662.16,192.397,-63.96875,AK47,100,78,0,0,0,False,True,False,212.3437,0.703125
device ;M;,Terrorist,-1662.16,192.397,-63.96875,AK47,100,78,0,0,0,False,True,False,217.2656,1.054688
device ;M;,Terrorist,-1662.16,192.397,-63.96875,AK47,100,78,0,0,0,False,True,False,217.6172,1.054688
device ;M;,Terrorist,-1662.16,192.397,-63.96875,AK47,100,78,0,0,0,False,True,False,217.6172,1.054688
device ;M;,Terrorist,-1662.16,192.397,-63.96875,AK47,100,78,0,0,0,False,True,False,217.6172,1.054688
device ;M;,Terrorist,-1662.16,192.397,-63.96875,AK47,100,78,0,0,0,False,True,False,217.6172,1.054688
device ;M;,Terrorist,-1662.16,192.397,-63.96875,AK47,100,78,0,0,0,False,True,False,217.6172,1.054688
device ;M;,Terrorist,-1662.16,192.397,-63.96875,AK47,100,78,0,0,0,False,True,False,217.6172,1.054688
device ;M;,Terrorist,-1662.16,192.397,-63.96875,AK47,100,78,0,0,0,False,True,False,217.6172,1.054688
device ;M;,Terrorist,-1662.16,192.397,-63.96875,AK47,100,78,0,0,0,False,True,False,217.6172,1.054688
device ;M;,Terrorist,-1662.16,192.397,-63.96875,AK47,100,78,0,0,0,False,True,False,217.6172,1.054688
device ;M;,Terrorist,-1662.16,192.397,-63.96875,AK47,100,78,0,0,0,False,True,False,217.6172,1.054688
device ;M;,Terrorist,-1662.16,192.397,-63.96875,AK47,100,78,0,0,0,False,True,False,217.6172,1.054688
device ;M;,Terrorist,-1662.16,192.397,-63.96875,AK47,100,78,0,0,0,False,True,False,217.6172,1.054688
device ;M;,Terrorist,-1662.16,192.397,-63.96875,AK47,100,78,0,0,0,False,True,False,217.6172,1.054688
device ;M;,Terrorist,-1662.16,192.397,-63.96875,AK47,100,78,0,0,0,False,True,False,217.6172,1.054688
device ;M;,Terrorist,-1662.16,192.397,-63.96875,AK47,100,78,0,0,0,False,True,False,217.6172,1.054688
device ;M;,Terrorist,-1662.16,192.397,-63.96875,AK47,100,78,0,0,0,False,True,False,217.6172,1.054688
device ;M;,Terrorist,-1662.16,192.397,-63.96875,AK47,100,78,0,0,0,False,True,False,217.6172,1.054688
device ;M;,Terrorist,-1662.16,192.397,-63.96875,AK47,100,78,0,0,0,False,True,False,217.6172,1.054688
device ;M;,Terrorist,-1662.16,192.397,-63.96875,AK47,100,78,0,0,0,False,True,False,217.6172,1.054688
device ;M;,Terrorist,-1662.16,192.397,-63.96875,AK47,100,78,0,0,0,False,True,False,217.6172,1.054688
device ;M;,Terrorist,-1662.16,192.397,-63.96875,AK47,100,78,0,0,0,False,True,False,217.2656,1.054688
device ;M;,Terrorist,-1662.16,192.397,-63.96875,AK47,100,78,0,0,0,False,True,False,207.0703,2.109375
