Name,Team,Position.X,Position.Y,Position.Z,ActiveWeapon,HP,Armour,Velocity.X,Velocity.Y,Velocity.Z,IsDucking,HasHelmet,HasDefuseKit,ViewDirectionX,ViewDirectionY,Map = de_inferno
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,USP,100,0,0,0,0,False,False,False,260.8594,10.89844
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,USP,100,100,0,0,0,False,True,False,275.9766,0.3515625
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,USP,100,100,0,0,0,False,True,False,275.9766,0.3515625
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,USP,100,100,0,0,0,False,True,False,275.9766,0.3515625
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,USP,100,100,0,0,0,False,True,False,275.9766,0.3515625
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,USP,100,100,0,0,0,False,True,False,275.9766,0.3515625
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,USP,100,100,0,0,0,False,True,False,275.9766,0.3515625
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,USP,100,100,0,0,0,False,True,False,275.9766,0.3515625
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,USP,100,100,0,0,0,False,True,False,275.9766,0.3515625
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,USP,100,100,0,0,0,False,True,False,275.9766,0.3515625
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,USP,100,100,0,0,0,False,True,False,275.9766,0.3515625
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,USP,100,100,0,0,0,False,True,False,275.9766,0.3515625
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,USP,100,100,0,0,0,False,True,False,275.9766,0.3515625
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,USP,100,100,0,0,0,False,True,False,275.9766,0.3515625
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,USP,100,100,0,0,0,False,True,False,275.9766,0.3515625
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,USP,100,100,0,0,0,False,True,False,275.9766,0.3515625
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,USP,100,100,0,0,0,False,True,False,275.9766,0.3515625
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,USP,100,100,0,0,0,False,True,False,275.9766,0.3515625
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,USP,100,100,0,0,0,False,True,False,275.9766,0.3515625
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Swag7,100,100,0,0,0,False,True,False,275.9766,0.3515625
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Swag7,100,100,0,0,0,False,True,False,280.1953,0.703125
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Swag7,100,100,0,0,0,False,True,False,281.6016,1.40625
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Swag7,100,100,0,0,0,False,True,False,281.6016,1.40625
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Swag7,100,100,0,0,0,False,True,False,281.6016,1.40625
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Swag7,100,100,0,0,0,False,True,False,281.6016,1.40625
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Swag7,100,100,0,0,0,False,True,False,281.6016,1.40625
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Swag7,100,100,0,0,0,False,True,False,281.6016,1.40625
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Swag7,100,100,0,0,0,False,True,False,281.6016,1.40625
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Swag7,100,100,0,0,0,False,True,False,281.6016,1.40625
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Swag7,100,100,0,0,0,False,True,False,261.5625,4.21875
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Swag7,100,100,0,0,0,False,True,False,253.8281,6.679688
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Swag7,100,100,0,0,0,False,True,False,239.7656,10.19531
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Swag7,100,100,0,0,0,False,True,False,222.8906,13.71094
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Swag7,100,100,0,0,0,False,True,False,207.7734,16.52344
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Swag7,100,100,0,0,0,False,True,False,200.7422,17.22656
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Swag7,100,100,0,0,0,False,True,False,199.3359,17.22656
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Knife,100,100,0,0,0,False,True,False,199.3359,17.22656
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Knife,100,100,0,0,0,False,True,False,199.3359,17.22656
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Knife,100,100,0,0,0,False,True,False,199.3359,17.22656
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,HE,100,100,0,0,0,False,True,False,199.3359,17.22656
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,HE,100,100,0,0,0,False,True,False,199.3359,17.22656
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,HE,100,100,0,0,0,False,True,False,199.3359,17.22656
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,HE,100,100,0,0,0,False,True,False,199.3359,17.22656
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Knife,100,100,0,0,0,False,True,False,199.3359,17.22656
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,HE,100,100,0,0,0,False,True,False,199.3359,17.22656
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,HE,100,100,0,0,0,False,True,False,199.3359,17.22656
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,HE,100,100,0,0,0,False,True,False,199.3359,17.22656
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,HE,100,100,0,0,0,False,True,False,199.3359,17.22656
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,HE,100,100,0,0,0,False,True,False,199.3359,17.22656
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,HE,100,100,0,0,0,False,True,False,199.3359,17.22656
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,HE,100,100,0,0,0,False,True,False,199.3359,17.22656
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,HE,100,100,0,0,0,False,True,False,199.3359,17.22656
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,HE,100,100,0,0,0,False,True,False,199.3359,17.22656
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,HE,100,100,0,0,0,False,True,False,199.3359,17.22656
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,HE,100,100,0,0,0,False,True,False,199.3359,17.22656
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,HE,100,100,0,0,0,False,True,False,199.3359,17.22656
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,HE,100,100,0,0,0,False,True,False,199.3359,17.22656
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,HE,100,100,0,0,0,False,True,False,199.3359,17.22656
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,HE,100,100,0,0,0,False,True,False,199.3359,17.22656
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,HE,100,100,0,0,0,False,True,False,199.3359,17.22656
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,HE,100,100,0,0,0,False,True,False,199.3359,17.22656
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,HE,100,100,0,0,0,False,True,False,199.3359,17.22656
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,HE,100,100,0,0,0,False,True,False,199.3359,17.22656
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,HE,100,100,0,0,0,False,True,False,199.3359,17.22656
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,HE,100,100,0,0,0,False,True,False,199.3359,17.22656
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,HE,100,100,0,0,0,False,True,False,199.3359,17.22656
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Knife,100,100,0,0,0,False,True,False,199.3359,17.22656
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Knife,100,100,0,0,0,False,True,False,199.3359,17.22656
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Knife,100,100,0,0,0,False,True,False,199.3359,17.22656
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Knife,100,100,0,0,0,False,True,False,199.3359,17.22656
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Knife,100,100,0,0,0,False,True,False,199.3359,17.22656
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Knife,100,100,0,0,0,False,True,False,199.3359,17.22656
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Smoke,100,100,0,0,0,False,True,False,199.3359,17.22656
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Smoke,100,100,0,0,0,False,True,False,199.3359,17.22656
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,HE,100,100,0,0,0,False,True,False,199.3359,17.22656
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,HE,100,100,0,0,0,False,True,False,199.3359,17.22656
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,HE,100,100,0,0,0,False,True,False,199.3359,17.22656
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Smoke,100,100,0,0,0,False,True,False,199.3359,17.22656
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Smoke,100,100,0,0,0,False,True,False,199.3359,17.22656
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Smoke,100,100,0,0,0,False,True,False,196.875,16.17188
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Smoke,100,100,0,0,0,False,True,False,181.4063,13.71094
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Smoke,100,100,0,0,0,False,True,False,150.8203,15.82031
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Smoke,100,100,0,0,0,False,True,False,121.9922,14.76563
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Knife,100,100,0,0,0,False,True,False,112.1484,14.0625
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Knife,100,100,0,0,0,False,True,False,112.1484,14.0625
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Knife,100,100,0,0,0,False,True,False,112.1484,14.0625
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,HE,100,100,0,0,0,False,True,False,112.1484,14.0625
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Smoke,100,100,0,0,0,False,True,False,112.1484,14.0625
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Smoke,100,100,0,0,0,False,True,False,112.1484,14.0625
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Smoke,100,100,0,0,0,False,True,False,112.5,8.789063
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Knife,100,100,0,0,0,False,True,False,111.4453,5.976563
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Knife,100,100,0,0,0,False,True,False,111.4453,5.625
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Knife,100,100,0,0,0,False,True,False,111.7969,5.625
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,HE,100,100,0,0,0,False,True,False,111.4453,5.625
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,HE,100,100,0,0,0,False,True,False,111.4453,5.625
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Smoke,100,100,0,0,0,False,True,False,111.4453,5.625
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Smoke,100,100,0,0,0,False,True,False,110.7422,5.625
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Smoke,100,100,0,0,0,False,True,False,126.9141,3.515625
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Smoke,100,100,0,0,0,False,True,False,154.3359,358.9453
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Smoke,100,100,0,0,0,False,True,False,171.9141,350.8594
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Smoke,100,100,0,0,0,False,True,False,177.5391,345.2344
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Smoke,100,100,0,0,0,False,True,False,177.5391,343.4766
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Smoke,100,100,0,0,0,False,True,False,171.9141,345.2344
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Smoke,100,100,0,0,0,False,True,False,155.0391,350.1563
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Knife,100,100,0,0,0,False,True,False,133.5938,356.4844
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Knife,100,100,0,0,0,False,True,False,116.3672,2.109375
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Knife,100,100,0,0,0,False,True,False,108.6328,7.382813
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Knife,100,100,0,0,0,False,True,False,110.3906,9.140625
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,HE,100,100,0,0,0,False,True,False,111.4453,9.140625
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,HE,100,100,0,0,0,False,True,False,111.4453,9.140625
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Smoke,100,100,0,0,0,False,True,False,113.9063,7.382813
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Smoke,100,100,0,0,0,False,True,False,114.9609,6.328125
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Smoke,100,100,0,0,0,False,True,False,114.9609,5.976563
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Knife,100,100,0,0,0,False,True,False,114.9609,5.976563
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Knife,100,100,0,0,0,False,True,False,116.3672,5.976563
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Knife,100,100,0,0,0,False,True,False,123.75,6.679688
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Knife,100,100,0,0,0,False,True,False,126.9141,6.679688
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,HE,100,100,0,0,0,False,True,False,126.9141,6.679688
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,HE,100,100,0,0,0,False,True,False,126.9141,5.625
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,HE,100,100,0,0,0,False,True,False,126.9141,4.570313
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,HE,100,100,0,0,0,False,True,False,126.9141,4.21875
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Knife,100,100,0,0,0,False,True,False,127.2656,4.21875
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Knife,100,100,0,0,0,False,True,False,127.9687,3.515625
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Knife,100,100,0,0,0,False,True,False,128.6719,359.6484
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Knife,100,100,0,0,0,False,True,False,128.3203,355.0781
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Knife,100,100,0,0,0,False,True,False,127.6172,351.9141
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Knife,100,100,0,0,0,False,True,False,127.2656,350.1563
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,HE,100,100,0,0,0,False,True,False,127.2656,350.1563
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,HE,100,100,0,0,0,False,True,False,127.2656,350.1563
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,HE,100,100,0,0,0,False,True,False,127.2656,350.5078
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Knife,100,100,0,0,0,False,True,False,127.2656,350.5078
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Knife,100,100,0,0,0,False,True,False,127.2656,350.5078
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Knife,100,100,0,0,0,False,True,False,127.2656,350.5078
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,HE,100,100,0,0,0,False,True,False,127.2656,350.5078
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,HE,100,100,0,0,0,False,True,False,127.6172,351.5625
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,HE,100,100,0,0,0,False,True,False,128.3203,354.0234
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,HE,100,100,0,0,0,False,True,False,129.0234,358.5938
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Knife,100,100,0,0,0,False,True,False,130.0781,5.976563
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Knife,100,100,0,0,0,False,True,False,130.4297,17.57813
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Knife,100,100,0,0,0,False,True,False,131.1328,22.85156
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,HE,100,100,0,0,0,False,True,False,131.1328,22.85156
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,HE,100,100,0,0,0,False,True,False,131.1328,22.85156
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,HE,100,100,0,0,0,False,True,False,131.1328,22.85156
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Knife,100,100,0,0,0,False,True,False,130.7813,22.85156
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Knife,100,100,0,0,0,False,True,False,129.7266,22.14844
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Knife,100,100,0,0,0,False,True,False,129.375,22.5
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,HE,100,100,0,0,0,False,True,False,129.375,22.5
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,HE,100,100,0,0,0,False,True,False,129.375,22.5
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,HE,100,100,0,0,0,False,True,False,129.375,22.85156
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Knife,100,100,0,0,0,False,True,False,129.0234,23.55469
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Knife,100,100,0,0,0,False,True,False,129.0234,26.36719
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Knife,100,100,0,0,0,False,True,False,130.4297,28.82813
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Knife,100,100,0,0,0,False,True,False,130.4297,28.82813
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,HE,100,100,0,0,0,False,True,False,130.4297,28.82813
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,HE,100,100,0,0,0,False,True,False,130.4297,28.47656
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Knife,100,100,0,0,0,False,True,False,129.7266,27.77344
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Knife,100,100,0,0,0,False,True,False,129.7266,27.77344
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Knife,100,100,0,0,0,False,True,False,129.7266,27.77344
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Knife,100,100,0,0,0,False,True,False,129.7266,27.77344
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Knife,100,100,0,0,0,False,True,False,129.7266,27.77344
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Knife,100,100,0,0,0,False,True,False,129.7266,27.77344
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Knife,100,100,0,0,0,False,True,False,129.7266,27.77344
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Knife,100,100,0,0,0,False,True,False,129.7266,27.77344
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Knife,100,100,0,0,0,False,True,False,129.7266,27.77344
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Knife,100,100,0,0,0,False,True,False,129.7266,27.77344
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Knife,100,100,0,0,0,False,True,False,129.7266,27.77344
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Knife,100,100,0,0,0,False,True,False,129.7266,27.77344
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Knife,100,100,0,0,0,False,True,False,129.7266,27.77344
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,Knife,100,100,0,0,0,False,True,False,129.7266,27.77344
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,HE,100,100,0,0,0,False,True,False,129.7266,27.77344
SK.xelos4s ;E,CounterTerrorist,2432,2184,124.3104,HE,100,100,0,0,0,False,True,False,129.7266,27.77344
