Name,Team,Position.X,Position.Y,Position.Z,ActiveWeapon,HP,Armour,Velocity.X,Velocity.Y,Velocity.Z,IsDucking,HasHelmet,HasDefuseKit,ViewDirectionX,ViewDirectionY,Map = de_inferno
PnX | CSGOmall.com,CounterTerrorist,2440,2032,123.8256,P2000,100,0,0,0,0,False,False,False,89.64844,18.98438
PnX | CSGOmall.com,CounterTerrorist,2440,2032,123.8256,P2000,100,0,0,0,0,False,False,False,89.64844,18.98438
PnX | CSGOmall.com,CounterTerrorist,2440,2032,123.8256,P2000,100,0,0,0,0,False,False,False,89.64844,18.98438
PnX | CSGOmall.com,CounterTerrorist,2440,2032,123.8256,P2000,100,0,0,0,0,False,False,False,89.64844,18.98438
PnX | CSGOmall.com,CounterTerrorist,2440,2032,123.8256,P2000,100,0,0,0,0,False,False,False,89.64844,18.98438
PnX | CSGOmall.com,CounterTerrorist,2440,2032,123.8256,P2000,100,0,0,0,0,False,False,False,89.64844,18.98438
PnX | CSGOmall.com,CounterTerrorist,2440,2032,123.8256,P2000,100,0,0,0,0,False,False,False,89.64844,18.98438
PnX | CSGOmall.com,CounterTerrorist,2440,2032,123.8256,P2000,100,0,0,0,0,False,False,False,89.64844,18.98438
PnX | CSGOmall.com,CounterTerrorist,2440,2032,123.8256,P2000,100,0,0,0,0,False,False,False,89.64844,18.98438
PnX | CSGOmall.com,CounterTerrorist,2440,2032,123.8256,P2000,100,0,0,0,0,False,False,False,89.64844,18.98438
PnX | CSGOmall.com,CounterTerrorist,2440,2032,123.8256,P2000,100,0,0,0,0,False,False,False,89.64844,18.98438
PnX | CSGOmall.com,CounterTerrorist,2440,2032,123.8256,P2000,100,0,0,0,0,False,False,False,89.64844,18.98438
PnX | CSGOmall.com,CounterTerrorist,2440,2032,123.8256,P2000,100,0,0,0,0,False,False,False,89.64844,18.98438
PnX | CSGOmall.com,CounterTerrorist,2440,2032,123.8256,P2000,100,0,0,0,0,False,False,False,89.64844,18.98438
PnX | CSGOmall.com,CounterTerrorist,2440,2032,123.8256,P2000,100,0,0,0,0,False,False,False,89.64844,18.98438
PnX | CSGOmall.com,CounterTerrorist,2440,2032,123.8256,P2000,100,0,0,0,0,False,False,False,89.64844,18.98438
PnX | CSGOmall.com,CounterTerrorist,2440,2032,123.8256,P2000,100,0,0,0,0,False,False,False,89.64844,18.98438
PnX | CSGOmall.com,CounterTerrorist,2440,2032,123.8256,P2000,100,0,0,0,0,False,False,False,89.64844,18.98438
PnX | CSGOmall.com,CounterTerrorist,2440,2032,123.8256,P2000,100,0,0,0,0,False,False,False,89.64844,18.98438
PnX | CSGOmall.com,CounterTerrorist,2440,2032,123.8256,P2000,100,0,0,0,0,False,False,False,89.64844,18.98438
PnX | CSGOmall.com,CounterTerrorist,2440,2032,123.8256,P2000,100,0,0,0,0,False,False,False,89.64844,18.98438
PnX | CSGOmall.com,CounterTerrorist,2440,2032,123.8256,P2000,100,0,0,0,0,False,False,False,89.64844,18.98438
PnX | CSGOmall.com,CounterTerrorist,2440,2032,123.8256,P2000,100,0,0,0,0,False,False,False,89.64844,18.98438
PnX | CSGOmall.com,CounterTerrorist,2440,2032,123.8256,P2000,100,0,0,0,0,False,False,False,89.64844,18.98438
PnX | CSGOmall.com,CounterTerrorist,2440,2032,123.8256,P2000,100,0,0,0,0,False,False,False,89.64844,18.98438
PnX | CSGOmall.com,CounterTerrorist,2440,2032,123.8256,P2000,100,0,0,0,0,False,False,False,89.64844,18.98438
PnX | CSGOmall.com,CounterTerrorist,2440,2032,123.8256,P2000,100,0,0,0,0,False,False,False,89.64844,18.98438
PnX | CSGOmall.com,CounterTerrorist,2440,2032,123.8256,P2000,100,0,0,0,0,False,False,False,89.64844,18.98438
PnX | CSGOmall.com,CounterTerrorist,2440,2032,123.8256,P2000,100,0,0,0,0,False,False,False,89.64844,18.98438
PnX | CSGOmall.com,CounterTerrorist,2440,2032,123.8256,P2000,100,0,0,0,0,False,False,False,89.64844,18.98438
PnX | CSGOmall.com,CounterTerrorist,2440,2032,123.8256,P2000,100,0,0,0,0,False,False,False,89.64844,18.98438
PnX | CSGOmall.com,CounterTerrorist,2440,2032,123.8256,P2000,100,0,0,0,0,False,False,False,89.64844,18.98438
PnX | CSGOmall.com,CounterTerrorist,2440,2032,123.8256,P2000,100,0,0,0,0,False,False,False,89.64844,18.98438
PnX | CSGOmall.com,CounterTerrorist,2440,2032,123.8256,P2000,100,0,0,0,0,False,False,False,89.64844,18.98438
PnX | CSGOmall.com,CounterTerrorist,2440,2032,123.8256,P2000,100,0,0,0,0,False,False,False,89.64844,18.98438
PnX | CSGOmall.com,CounterTerrorist,2440,2032,123.8256,P2000,100,0,0,0,0,False,False,False,89.64844,18.98438
PnX | CSGOmall.com,CounterTerrorist,2440,2032,123.8256,P2000,100,0,0,0,0,False,False,False,89.64844,18.98438
PnX | CSGOmall.com,CounterTerrorist,2440,2032,123.8256,P2000,100,0,0,0,0,False,False,False,89.64844,18.98438
PnX | CSGOmall.com,CounterTerrorist,2440,2032,123.8256,P2000,100,0,0,0,0,False,False,False,89.64844,18.98438
PnX | CSGOmall.com,CounterTerrorist,2440,2032,123.8256,P2000,100,0,0,0,0,False,False,False,89.64844,18.98438
PnX | CSGOmall.com,CounterTerrorist,2440,2032,123.8256,P2000,100,0,0,0,0,False,False,False,89.64844,18.98438
PnX | CSGOmall.com,CounterTerrorist,2440,2032,123.8256,P2000,100,0,0,0,0,False,False,False,89.64844,18.98438
PnX | CSGOmall.com,CounterTerrorist,2440,2032,123.8256,P2000,100,0,0,0,0,False,False,False,89.64844,18.98438
PnX | CSGOmall.com,CounterTerrorist,2440,2032,123.8256,P2000,100,0,0,0,0,False,False,False,89.64844,18.98438
PnX | CSGOmall.com,CounterTerrorist,2440,2032,123.8256,P2000,100,0,0,0,0,False,False,False,89.64844,18.98438
PnX | CSGOmall.com,CounterTerrorist,2440,2032,123.8256,P2000,100,0,0,0,0,False,False,False,89.64844,18.98438
PnX | CSGOmall.com,CounterTerrorist,2440,2032,123.8256,P2000,100,0,0,0,0,False,False,False,89.64844,18.98438
PnX | CSGOmall.com,CounterTerrorist,2440,2032,123.8256,P2000,100,0,0,0,0,False,False,False,89.64844,18.98438
PnX | CSGOmall.com,CounterTerrorist,2440,2032,123.8256,P2000,100,0,0,0,0,False,False,False,89.64844,18.98438
PnX | CSGOmall.com,CounterTerrorist,2440,2032,123.8256,P2000,100,0,0,0,0,False,False,False,89.64844,18.98438
