Name,Team,Position.X,Position.Y,Position.Z,ActiveWeapon,HP,Armour,Velocity.X,Velocity.Y,Velocity.Z,IsDucking,HasHelmet,HasDefuseKit,ViewDirectionX,ViewDirectionY,Map = de_inferno
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,337.1484,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.2422,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,352.6172,2.460938
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,336.0938,4.921875
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,316.0547,7.734375
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,304.4531,10.89844
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,299.8828,15.11719
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,298.4766,19.33594
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,298.4766,20.39063
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,298.8281,20.39063
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,298.8281,20.03906
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,299.1797,19.6875
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,299.1797,19.6875
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,300.2344,19.6875
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,302.6953,20.03906
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,307.6172,20.03906
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,313.5938,19.6875
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,319.5703,18.98438
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,325.1953,17.92969
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,329.7656,16.875
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,332.9297,16.875
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,332.9297,16.875
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,332.9297,16.875
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,332.9297,16.875
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,332.9297,16.875
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,332.9297,16.875
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,332.9297,16.875
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,332.9297,16.875
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,332.9297,16.875
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,332.9297,16.875
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,332.9297,16.875
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,332.9297,16.875
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,332.9297,16.875
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,332.9297,16.875
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,332.9297,16.875
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,332.9297,16.875
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,332.9297,16.875
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,332.9297,16.875
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,332.9297,16.875
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,332.5781,16.875
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,322.7344,15.11719
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,318.8672,14.41406
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,318.1641,14.41406
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,318.5156,14.41406
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,318.5156,14.41406
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,318.5156,14.41406
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,318.5156,14.41406
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,318.5156,14.41406
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,318.5156,14.41406
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,318.5156,14.41406
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,318.5156,14.41406
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,318.5156,14.41406
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,318.5156,14.41406
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,318.5156,14.41406
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,318.5156,14.41406
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,318.5156,14.41406
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,318.5156,14.41406
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,318.5156,14.41406
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,318.5156,14.41406
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,318.5156,14.41406
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,318.5156,14.41406
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,318.5156,14.41406
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,318.5156,14.41406
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,318.5156,14.41406
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,318.5156,14.41406
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,318.5156,14.41406
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,318.5156,14.41406
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,318.5156,14.41406
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,318.5156,14.41406
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,318.5156,14.41406
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,318.5156,14.41406
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,318.5156,14.41406
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,318.5156,14.41406
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,318.5156,14.41406
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,318.5156,14.41406
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,318.5156,14.41406
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,318.5156,14.41406
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,318.5156,14.41406
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,318.5156,14.41406
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,318.1641,14.41406
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,310.4297,10.89844
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,296.0156,12.30469
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,291.0938,16.52344
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,291.0938,16.52344
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,291.0938,16.52344
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,291.0938,16.52344
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,288.2813,14.41406
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,279.8438,5.625
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,272.1094,355.7813
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,269.6484,349.1016
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,270,345.9375
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,270.3516,345.2344
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,270,344.8828
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,269.2969,344.1797
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,269.2969,342.4219
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,269.2969,340.6641
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,269.6484,338.2031
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,269.2969,335.3906
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,269.2969,332.9297
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,269.2969,330.8203
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,269.6484,329.4141
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,269.6484,327.6563
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,269.2969,326.25
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,269.2969,324.8438
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,268.9453,324.1406
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,268.9453,323.7891
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,268.9453,323.4375
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,268.9453,323.4375
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,False,False,268.9453,323.0859
PnX | CSGOmall.com,Terrorist,-1726.251,356.5665,-63.96875,Glock,100,100,-0.86803,-41.24087,0,False,False,False,268.9453,322.7344
PnX | CSGOmall.com,Terrorist,-1726.353,351.8443,-63.96875,Glock,100,100,-2.226263,-101.3637,0,False,False,False,268.5938,322.3828
PnX | CSGOmall.com,Terrorist,-1726.507,344.9411,-63.96875,Glock,100,100,-3.22459,-143.2804,0,False,False,False,268.5938,322.3828
PnX | CSGOmall.com,Terrorist,-1726.773,333.234,-63.96875,Glock,100,100,-4.171848,-183.0529,0,False,False,False,268.5938,322.3828
PnX | CSGOmall.com,Terrorist,-1727.057,320.8232,-63.96875,Knife,100,100,-4.848042,-210.2261,0,False,False,False,268.5938,322.0313
PnX | CSGOmall.com,Terrorist,-1727.385,306.8971,-63.96875,Knife,100,100,-5.534955,-231.656,0,False,False,False,268.5938,322.0313
PnX | CSGOmall.com,Terrorist,-1727.75,291.8391,-63.96875,Knife,100,100,-6.026539,-247.4406,0,False,False,False,268.5938,322.0313
PnX | CSGOmall.com,Terrorist,-1726.908,276.4689,-63.96875,Knife,100,100,37.40404,-241.0535,0,False,False,False,270.7031,323.4375
PnX | CSGOmall.com,Terrorist,-1722.423,263.1172,-63.96875,Knife,100,100,99.36409,-182.3224,0,False,False,False,280.1953,328.7109
PnX | CSGOmall.com,Terrorist,-1714.496,254.3376,-63.96875,Knife,100,100,144.4876,-106.8274,0,False,False,False,300.5859,338.2031
PnX | CSGOmall.com,Terrorist,-1704.733,250.5199,-63.96875,Knife,100,100,160.7924,-25.18827,0,False,False,False,324.1406,347.3438
PnX | CSGOmall.com,Terrorist,-1694.139,250.8881,-63.96875,Knife,100,100,181.1666,21.39847,0,False,False,False,341.7188,352.2656
PnX | CSGOmall.com,Terrorist,-1682.095,253.3761,-63.96875,Knife,100,100,200.7017,52.90434,0,False,False,False,344.1797,351.5625
PnX | CSGOmall.com,Terrorist,-1668.879,256.2599,-63.96875,Knife,100,100,220.2219,30.86542,0,False,False,False,344.1797,351.5625
PnX | CSGOmall.com,Terrorist,-1654.532,257.1165,-63.96875,Knife,100,100,236.0963,1.656773,0,False,False,False,344.1797,351.5625
PnX | CSGOmall.com,Terrorist,-1639.347,256.43,-63.96875,Knife,100,100,247.7886,-19.85704,0,False,False,False,344.1797,351.5625
PnX | CSGOmall.com,Terrorist,-1623.827,254.6389,-63.96875,Knife,100,100,247.5884,-34.64066,0,False,False,False,344.1797,351.5625
PnX | CSGOmall.com,Terrorist,-1609.027,250.8255,-63.96875,Knife,100,100,225.3008,-85.45661,0,False,False,False,345.5859,352.9688
PnX | CSGOmall.com,Terrorist,-1595.585,243.9488,-63.96875,Knife,100,100,209.0668,-126.4932,0,False,False,False,351.9141,357.1875
PnX | CSGOmall.com,Terrorist,-1582.792,235.1391,-63.96876,Knife,100,100,200.7475,-148.9982,0,False,False,False,357.8906,1.40625
