Name,Team,Position.X,Position.Y,Position.Z,ActiveWeapon,HP,Armour,Velocity.X,Velocity.Y,Velocity.Z,IsDucking,HasHelmet,HasDefuseKit,ViewDirectionX,ViewDirectionY,Map = de_inferno
PnX | CSGOmall.com,Terrorist,-1673,560,-59.96875,Glock,100,0,0,0,0,False,False,False,120.9375,1.40625
PnX | CSGOmall.com,Terrorist,-1673,560,-59.96875,Glock,100,0,0,0,0,False,False,False,3.164063,0
PnX | CSGOmall.com,Terrorist,-1673,560,-59.96875,Glock,100,0,0,0,0,False,False,False,3.164063,0
PnX | CSGOmall.com,Terrorist,-1673,560,-59.96875,Glock,100,0,0,0,0,False,False,False,3.164063,0
PnX | CSGOmall.com,Terrorist,-1673,560,-59.96875,Glock,100,0,0,0,0,False,False,False,3.164063,0
PnX | CSGOmall.com,Terrorist,-1673,560,-59.96875,Glock,100,0,0,0,0,False,False,False,3.164063,0
PnX | CSGOmall.com,Terrorist,-1673,560,-59.96875,Glock,100,0,0,0,0,False,False,False,2.460938,1.054688
PnX | CSGOmall.com,Terrorist,-1673,560,-59.96875,Glock,100,0,0,0,0,False,False,False,358.2422,2.460938
PnX | CSGOmall.com,Terrorist,-1673,560,-59.96875,Glock,100,0,0,0,0,False,False,False,346.6406,3.867188
PnX | CSGOmall.com,Terrorist,-1673,560,-59.96875,Knife,100,0,0,0,0,False,False,False,331.875,5.273438
PnX | CSGOmall.com,Terrorist,-1673,560,-59.96875,Knife,100,0,0,0,0,False,False,False,318.8672,6.328125
PnX | CSGOmall.com,Terrorist,-1673,560,-59.96875,Knife,100,0,0,0,0,False,False,False,309.375,7.03125
PnX | CSGOmall.com,Terrorist,-1673,560,-59.96875,Knife,100,0,0,0,0,False,False,False,309.0234,7.734375
PnX | CSGOmall.com,Terrorist,-1673,560,-59.96875,Knife,100,0,0,0,0,False,False,False,310.7813,8.085938
PnX | CSGOmall.com,Terrorist,-1673,560,-59.96875,Knife,100,0,0,0,0,False,False,False,311.1328,7.734375
PnX | CSGOmall.com,Terrorist,-1673,560,-59.96875,Knife,100,0,0,0,0,False,False,False,311.1328,7.734375
PnX | CSGOmall.com,Terrorist,-1673,560,-59.96875,Knife,100,0,0,0,0,False,False,False,311.1328,7.734375
PnX | CSGOmall.com,Terrorist,-1673,560,-59.96875,Knife,100,0,0,0,0,False,False,False,310.4297,8.085938
PnX | CSGOmall.com,Terrorist,-1673,560,-59.96875,Knife,100,0,0,0,0,False,False,False,307.9688,8.085938
PnX | CSGOmall.com,Terrorist,-1673,560,-59.96875,Knife,100,0,0,0,0,False,False,False,306.2109,8.085938
PnX | CSGOmall.com,Terrorist,-1673,560,-59.96875,Knife,100,0,0,0,0,False,False,False,305.8594,7.734375
PnX | CSGOmall.com,Terrorist,-1673,560,-59.96875,Knife,100,0,0,0,0,False,False,False,305.5078,7.734375
PnX | CSGOmall.com,Terrorist,-1673,560,-59.96875,Knife,100,0,0,0,0,False,False,False,305.5078,7.734375
PnX | CSGOmall.com,Terrorist,-1673,560,-59.96875,Knife,100,0,0,0,0,False,False,False,305.5078,7.734375
PnX | CSGOmall.com,Terrorist,-1673,560,-59.96875,Knife,100,0,0,0,0,False,False,False,305.5078,7.734375
PnX | CSGOmall.com,Terrorist,-1673,560,-59.96875,Knife,100,0,0,0,0,False,False,False,305.5078,7.734375
PnX | CSGOmall.com,Terrorist,-1673,560,-59.96875,Knife,100,0,0,0,0,False,False,False,305.5078,7.734375
PnX | CSGOmall.com,Terrorist,-1673,560,-59.96875,Knife,100,0,0,0,0,False,False,False,305.5078,7.734375
PnX | CSGOmall.com,Terrorist,-1673,560,-59.96875,Knife,100,0,0,0,0,False,False,False,305.1563,7.734375
PnX | CSGOmall.com,Terrorist,-1673,560,-59.96875,Knife,100,0,0,0,0,False,False,False,305.1563,7.734375
PnX | CSGOmall.com,Terrorist,-1673,560,-59.96875,Knife,100,0,0,0,0,False,False,False,305.1563,7.734375
PnX | CSGOmall.com,Terrorist,-1673,560,-59.96875,Knife,100,0,0,0,0,False,False,False,305.1563,7.734375
PnX | CSGOmall.com,Terrorist,-1673,560,-59.96875,Knife,100,0,0,0,0,False,False,False,305.1563,7.734375
PnX | CSGOmall.com,Terrorist,-1673,560,-59.96875,Knife,100,0,0,0,0,False,False,False,305.1563,7.734375
PnX | CSGOmall.com,Terrorist,-1673,560,-59.96875,Knife,100,0,0,0,0,False,False,False,305.1563,7.734375
PnX | CSGOmall.com,Terrorist,-1673,560,-59.96875,Knife,100,0,0,0,0,False,False,False,305.1563,7.734375
PnX | CSGOmall.com,Terrorist,-1673,560,-59.96875,Knife,100,0,0,0,0,False,False,False,305.1563,7.734375
PnX | CSGOmall.com,Terrorist,-1673,560,-59.96875,Knife,100,0,0,0,0,False,False,False,305.1563,7.734375
PnX | CSGOmall.com,Terrorist,-1673,560,-59.96875,Knife,100,0,0,0,0,False,False,False,305.1563,7.734375
PnX | CSGOmall.com,Terrorist,-1673,560,-59.96875,Knife,100,0,0,0,0,False,False,False,305.1563,7.734375
PnX | CSGOmall.com,Terrorist,-1673,560,-59.96875,Knife,100,0,0,0,0,False,False,False,305.1563,7.734375
PnX | CSGOmall.com,Terrorist,-1673,560,-59.96875,Knife,100,0,0,0,0,False,False,False,305.1563,7.734375
PnX | CSGOmall.com,Terrorist,-1673,560,-59.96875,Knife,100,0,0,0,0,False,False,False,305.1563,7.734375
PnX | CSGOmall.com,Terrorist,-1673,560,-59.96875,Knife,100,0,0,0,0,False,False,False,305.1563,7.734375
PnX | CSGOmall.com,Terrorist,-1673,560,-59.96875,Knife,100,0,0,0,0,False,False,False,305.1563,7.734375
PnX | CSGOmall.com,Terrorist,-1673,560,-59.96875,Knife,100,0,0,0,0,False,False,False,305.1563,7.734375
PnX | CSGOmall.com,Terrorist,-1673,560,-59.96875,Knife,100,0,0,0,0,False,False,False,305.1563,7.734375
