Name,Team,Position.X,Position.Y,Position.Z,ActiveWeapon,HP,Armour,Velocity.X,Velocity.Y,Velocity.Z,IsDucking,HasHelmet,HasDefuseKit,ViewDirectionX,ViewDirectionY,Map = de_inferno
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,247.1484,6.328125
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,247.1484,6.328125
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,247.1484,6.328125
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,True,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,True,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,True,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,True,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,True,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,True,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,True,False,358.5938,0
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,True,False,0.3515625,358.9453
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,True,False,15.11719,1.40625
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,True,False,40.42969,7.382813
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,True,False,44.64844,8.4375
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,True,False,44.64844,8.4375
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,True,False,44.64844,8.4375
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,True,False,44.64844,8.4375
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,True,False,44.64844,8.4375
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,True,False,44.64844,7.382813
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,True,False,44.29688,5.976563
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,True,False,44.29688,5.976563
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,True,False,44.29688,5.976563
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,True,False,44.64844,5.976563
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,True,False,44.29688,5.976563
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,True,False,42.89063,6.328125
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,True,False,42.89063,6.328125
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,True,False,42.89063,6.328125
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,True,False,42.89063,6.328125
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,True,False,42.89063,6.328125
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,True,False,42.89063,6.328125
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,True,False,42.89063,6.328125
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,True,False,42.89063,6.328125
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,True,False,46.40625,0.703125
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,True,False,59.0625,356.1328
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,True,False,69.60938,353.3203
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,True,False,72.42188,352.6172
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,True,False,65.74219,352.6172
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,True,False,39.72656,358.2422
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,100,0,0,0,False,True,False,10.19531,3.867188
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Knife,100,100,0,0,0,False,True,False,315,11.95313
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Knife,100,100,0,0,0,False,True,False,315,11.95313
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Knife,100,100,0,0,0,False,True,False,315,11.95313
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Knife,100,100,0,0,0,False,True,False,315,11.95313
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Knife,100,100,0,0,0,False,True,False,315,11.95313
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Knife,100,100,0,0,0,False,True,False,315,11.95313
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Knife,100,100,0,0,0,False,True,False,315,11.95313
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Knife,100,100,0,0,0,False,True,False,315,11.95313
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Knife,100,100,0,0,0,False,True,False,315,11.95313
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Knife,100,100,0,0,0,False,True,False,315,11.95313
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Knife,100,100,0,0,0,False,True,False,315,11.95313
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Knife,100,100,0,0,0,False,True,False,315,11.95313
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Knife,100,100,0,0,0,False,True,False,315,11.95313
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Knife,100,100,0,0,0,False,True,False,315,11.95313
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Knife,100,100,0,0,0,False,True,False,315,11.95313
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Knife,100,100,0,0,0,False,True,False,316.0547,11.60156
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,AK47,100,100,0,0,0,False,True,False,317.8125,10.54688
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,AK47,100,100,0,0,0,False,True,False,319.9219,7.734375
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,AK47,100,100,0,0,0,False,True,False,322.3828,3.515625
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,AK47,100,100,0,0,0,False,True,False,325.8984,359.6484
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,AK47,100,100,0,0,0,False,True,False,330.4688,357.1875
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Knife,100,100,0,0,0,False,True,False,337.1484,357.1875
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Knife,100,100,0,0,0,False,True,False,342.0703,359.6484
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,AK47,100,100,0,0,0,False,True,False,344.5313,1.757813
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Knife,100,100,0,0,0,False,True,False,344.5313,2.8125
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Knife,100,100,0,0,0,False,True,False,341.0156,2.8125
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,AK47,100,100,0,0,0,False,True,False,338.9063,2.460938
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,AK47,100,100,0,0,0,False,True,False,338.9063,2.460938
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,AK47,100,100,0,0,0,False,True,False,338.9063,2.460938
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,AK47,100,100,0,0,0,False,True,False,338.9063,2.460938
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,AK47,100,100,0,0,0,False,True,False,338.9063,2.460938
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Knife,100,100,0,0,0,False,True,False,338.9063,2.460938
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Knife,100,100,0,0,0,False,True,False,338.9063,2.460938
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Knife,100,100,0,0,0,False,True,False,338.9063,2.460938
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Knife,100,100,0,0,0,False,True,False,338.9063,2.460938
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Knife,100,100,0,0,0,False,True,False,338.9063,2.460938
