Name,Team,Position.X,Position.Y,Position.Z,ActiveWeapon,HP,Armour,Velocity.X,Velocity.Y,Velocity.Z,IsDucking,HasHelmet,HasDefuseKit,ViewDirectionX,ViewDirectionY,Map = de_inferno
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Glock,100,0,0,0,0,False,False,False,247.1484,6.328125
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Knife,100,100,0,0,0,False,True,False,338.9063,2.460938
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Knife,100,100,0,0,0,False,True,False,338.9063,2.460938
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Knife,100,100,0,0,0,False,True,False,338.9063,2.460938
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Knife,100,100,0,0,0,False,True,False,338.9063,2.460938
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Knife,100,100,0,0,0,False,True,False,338.9063,2.460938
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Knife,100,100,0,0,0,False,True,False,338.9063,2.460938
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Knife,100,100,0,0,0,False,True,False,338.9063,2.460938
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Knife,100,100,0,0,0,False,True,False,338.9063,2.460938
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Knife,100,100,0,0,0,False,True,False,338.9063,2.460938
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Knife,100,100,0,0,0,False,True,False,338.9063,2.460938
PnX | CSGOmall.com,Terrorist,-1726.23,357.577,-63.96875,Knife,100,100,0,0,0,False,True,False,338.9063,2.460938
PnX | CSGOmall.com,Terrorist,-1724.427,356.8848,-63.96875,Knife,100,100,55.72198,-21.39296,0,False,True,False,338.9063,2.460938
PnX | CSGOmall.com,Terrorist,-1717.968,354.405,-63.96875,Knife,100,100,118.1695,-45.36804,0,False,True,False,338.9063,2.460938
PnX | CSGOmall.com,Terrorist,-1710.332,351.4733,-63.96875,Knife,100,100,154.3486,-59.25801,0,False,True,False,338.9063,2.460938
PnX | CSGOmall.com,Terrorist,-1698.07,346.7657,-63.96875,Knife,100,100,188.6768,-72.43742,0,False,True,False,338.9063,2.460938
PnX | CSGOmall.com,Terrorist,-1687.115,342.5598,-63.96875,Knife,100,100,208.3045,-79.97292,0,False,True,False,338.9063,2.460938
PnX | CSGOmall.com,Terrorist,-1671.705,336.6432,-63.96875,Knife,100,100,226.928,-87.12292,0,False,True,False,338.9063,2.460938
PnX | CSGOmall.com,Terrorist,-1659.015,331.7714,-63.96875,Knife,100,100,233.3905,-89.60399,0,False,True,False,338.9063,2.460938
PnX | CSGOmall.com,Terrorist,-1646.251,326.8711,-63.96875,Knife,100,100,233.3905,-89.60399,0,False,True,False,338.9063,2.460938
PnX | CSGOmall.com,Terrorist,-1629.841,320.5706,-63.96875,Knife,100,100,233.3867,-89.61388,0,False,True,False,338.9063,2.460938
PnX | CSGOmall.com,Terrorist,-1620.485,314.9499,-63.96875,Knife,100,100,19.96451,-91.02899,0,False,True,False,338.2031,2.460938
PnX | CSGOmall.com,Terrorist,-1616.355,308.0654,-63.96875,Knife,100,100,75.92562,-113.4804,0,False,True,False,337.8516,2.8125
PnX | CSGOmall.com,Terrorist,-1611.937,300.6691,-63.96875,Knife,100,100,84.09892,-150.1817,0,False,True,False,337.1484,3.164063
PnX | CSGOmall.com,Terrorist,-1606.424,290.1247,-63.96875,Knife,100,100,91.07659,-181.7179,0,False,True,False,337.1484,3.164063
PnX | CSGOmall.com,Terrorist,-1599.881,278.5718,-63.96875,Knife,100,100,123.7794,-177.5926,0,False,True,False,337.1484,3.164063
PnX | CSGOmall.com,Terrorist,-1590.739,268.1006,-63.96875,Knife,100,100,162.0464,-160.4825,0,False,True,False,337.1484,3.164063
PnX | CSGOmall.com,Terrorist,-1579.576,258.5332,-63.96875,Knife,100,100,190.2347,-147.8742,0,False,True,False,337.1484,3.164063
PnX | CSGOmall.com,Terrorist,-1565.29,248.6174,-63.96875,Knife,100,100,210.7187,-134.5275,0,False,True,False,338.9063,2.8125
PnX | CSGOmall.com,Terrorist,-1553.54,241.631,-63.96875,Knife,100,100,217.5688,-123.1415,0,False,True,False,338.9063,1.757813
PnX | CSGOmall.com,Terrorist,-1538.015,233.3896,-63.96877,Knife,100,100,222.9619,-113.0841,0,False,True,False,338.5547,1.054688
PnX | CSGOmall.com,Terrorist,-1523.934,226.6191,-63.96878,Knife,100,100,227.2962,-104.0982,0,False,True,False,343.125,1.757813
PnX | CSGOmall.com,Terrorist,-1511.352,221.2754,-63.96878,Knife,100,100,232.2888,-92.42246,0,False,True,False,348.3984,3.164063
