Name,Team,Position.X,Position.Y,Position.Z,ActiveWeapon,HP,Armour,Velocity.X,Velocity.Y,Velocity.Z,IsDucking,HasHelmet,HasDefuseKit,ViewDirectionX,ViewDirectionY,Map = de_inferno
device ;M;,CounterTerrorist,2440,2032,123.4813,USP,100,0,0,0,0,False,False,False,352.6172,3.867188
device ;M;,CounterTerrorist,2440,2032,123.4813,USP,100,0,0,0,0,False,False,False,352.6172,4.21875
device ;M;,CounterTerrorist,2440,2032,123.4813,USP,100,0,0,0,0,False,False,False,352.6172,4.21875
device ;M;,CounterTerrorist,2440,2032,123.4813,USP,100,0,0,0,0,False,False,False,352.6172,4.21875
device ;M;,CounterTerrorist,2440,2032,123.4813,USP,100,0,0,0,0,False,False,False,352.6172,4.21875
device ;M;,CounterTerrorist,2440,2032,123.4813,USP,100,0,0,0,0,False,False,False,144.8438,0
device ;M;,CounterTerrorist,2440,2032,123.4813,USP,100,0,0,0,0,False,False,False,144.8438,0.3515625
device ;M;,CounterTerrorist,2440,2032,123.4813,USP,100,0,0,0,0,False,False,False,144.8438,0.3515625
device ;M;,CounterTerrorist,2440,2032,123.4813,USP,100,0,0,0,0,False,False,False,144.8438,0.3515625
device ;M;,CounterTerrorist,2440,2032,123.4813,USP,100,0,0,0,0,False,False,False,144.8438,0.3515625
device ;M;,CounterTerrorist,2440,2032,123.4813,USP,100,0,0,0,0,False,False,False,144.8438,0.3515625
device ;M;,CounterTerrorist,2440,2032,123.4813,USP,100,0,0,0,0,False,False,False,145.1953,0.3515625
device ;M;,CounterTerrorist,2440,2032,123.4813,USP,100,0,0,0,0,False,False,False,145.1953,0.3515625
device ;M;,CounterTerrorist,2440,2032,123.4813,USP,100,0,0,0,0,False,False,False,145.1953,0.3515625
device ;M;,CounterTerrorist,2440,2032,123.4813,USP,100,0,0,0,0,False,False,False,145.1953,0.3515625
device ;M;,CounterTerrorist,2440,2032,123.4813,USP,100,0,0,0,0,False,False,False,145.1953,0.3515625
device ;M;,CounterTerrorist,2440,2032,123.4813,USP,100,0,0,0,0,False,False,False,145.1953,0.3515625
device ;M;,CounterTerrorist,2440,2032,123.4813,USP,100,0,0,0,0,False,False,False,145.1953,0.3515625
