Name,Team,Position.X,Position.Y,Position.Z,ActiveWeapon,HP,Armour,Velocity.X,Velocity.Y,Velocity.Z,IsDucking,HasHelmet,HasDefuseKit,ViewDirectionX,ViewDirectionY,Map = de_inferno
esenin /A/,Terrorist,-1673,560,-59.96875,Glock,100,0,0,0,0,False,False,False,167.6953,2.109375
esenin /A/,Terrorist,-1673,560,-59.96875,Glock,100,0,0,0,0,False,False,False,167.3438,2.109375
esenin /A/,Terrorist,-1673,560,-59.96875,Glock,100,0,0,0,0,False,False,False,167.3438,2.109375
esenin /A/,Terrorist,-1673,560,-59.96875,Glock,100,0,0,0,0,False,False,False,167.3438,2.109375
esenin /A/,Terrorist,-1673,560,-59.96875,Glock,100,0,0,0,0,False,False,False,166.9922,2.109375
esenin /A/,Terrorist,-1673,560,-59.96875,Glock,100,0,0,0,0,False,False,False,3.164063,0
esenin /A/,Terrorist,-1673,560,-59.96875,Glock,100,0,0,0,0,False,False,False,3.164063,0
esenin /A/,Terrorist,-1673,560,-59.96875,Glock,100,0,0,0,0,False,False,False,3.164063,0
esenin /A/,Terrorist,-1673,560,-59.96875,Glock,100,0,0,0,0,False,False,False,3.164063,0
esenin /A/,Terrorist,-1673,560,-59.96875,Glock,100,0,0,0,0,False,False,False,3.164063,0
esenin /A/,Terrorist,-1673,560,-59.96875,Knife,100,0,0,0,0,False,False,False,3.164063,0
esenin /A/,Terrorist,-1673,560,-59.96875,Glock,100,0,0,0,0,False,False,False,3.164063,0
esenin /A/,Terrorist,-1673,560,-59.96875,Glock,100,0,0,0,0,False,False,False,1.757813,359.6484
esenin /A/,Terrorist,-1673,560,-59.96875,Knife,100,0,0,0,0,False,False,False,353.3203,0
esenin /A/,Terrorist,-1673,560,-59.96875,Knife,100,0,0,0,0,False,False,False,337.8516,0.3515625
esenin /A/,Terrorist,-1673,560,-59.96875,Glock,100,0,0,0,0,False,False,False,328.7109,0.703125
esenin /A/,Terrorist,-1673,560,-59.96875,Knife,100,0,0,0,0,False,False,False,326.9531,0.703125
esenin /A/,Terrorist,-1673,560,-59.96875,Glock,100,0,0,0,0,False,False,False,327.3047,0.703125
esenin /A/,Terrorist,-1673,560,-59.96875,Glock,100,0,0,0,0,False,False,False,330.8203,0.703125
esenin /A/,Terrorist,-1673,560,-59.96875,Knife,100,0,0,0,0,False,False,False,338.9063,1.054688
esenin /A/,Terrorist,-1673,560,-59.96875,Glock,100,0,0,0,0,False,False,False,346.2891,0.703125
esenin /A/,Terrorist,-1673,560,-59.96875,Knife,100,0,0,0,0,False,False,False,350.1563,0.703125
esenin /A/,Terrorist,-1673,560,-59.96875,Knife,100,0,0,0,0,False,False,False,350.8594,0.703125
esenin /A/,Terrorist,-1673,560,-59.96875,Glock,100,0,0,0,0,False,False,False,350.8594,0.703125
esenin /A/,Terrorist,-1673,560,-59.96875,Glock,100,0,0,0,0,False,False,False,350.8594,0.703125
esenin /A/,Terrorist,-1673,560,-59.96875,Glock,100,0,0,0,0,False,False,False,350.8594,0.703125
esenin /A/,Terrorist,-1673,560,-59.96875,Glock,100,0,0,0,0,False,False,False,350.8594,0.703125
esenin /A/,Terrorist,-1673,560,-59.96875,AK47,100,0,0,0,0,False,False,False,350.8594,0.703125
esenin /A/,Terrorist,-1673,560,-59.96875,AK47,100,0,0,0,0,False,False,False,350.8594,0.703125
esenin /A/,Terrorist,-1673,560,-59.96875,AK47,100,0,0,0,0,False,False,False,350.8594,0.703125
esenin /A/,Terrorist,-1673,560,-59.96875,AK47,100,0,0,0,0,False,False,False,350.8594,0.703125
esenin /A/,Terrorist,-1673,560,-59.96875,AK47,100,0,0,0,0,False,False,False,350.8594,0.703125
esenin /A/,Terrorist,-1673,560,-59.96875,AK47,100,0,0,0,0,False,False,False,350.8594,0.703125
esenin /A/,Terrorist,-1673,560,-59.96875,AK47,100,0,0,0,0,False,False,False,350.8594,0.703125
esenin /A/,Terrorist,-1673,560,-59.96875,AK47,100,100,0,0,0,False,True,False,350.8594,0.703125
esenin /A/,Terrorist,-1673,560,-59.96875,AK47,100,100,0,0,0,False,True,False,350.8594,0.703125
esenin /A/,Terrorist,-1673,560,-59.96875,AK47,100,100,0,0,0,False,True,False,350.8594,0.703125
esenin /A/,Terrorist,-1673,560,-59.96875,AK47,100,100,0,0,0,False,True,False,350.8594,0.703125
esenin /A/,Terrorist,-1673,560,-59.96875,AK47,100,100,0,0,0,False,True,False,350.8594,0.703125
esenin /A/,Terrorist,-1673,560,-59.96875,AK47,100,100,0,0,0,False,True,False,350.8594,0.703125
esenin /A/,Terrorist,-1673,560,-59.96875,AK47,100,100,0,0,0,False,True,False,350.8594,0.703125
esenin /A/,Terrorist,-1673,560,-59.96875,AK47,100,100,0,0,0,False,True,False,350.8594,0.703125
esenin /A/,Terrorist,-1673,560,-59.96875,AK47,100,100,0,0,0,False,True,False,350.8594,0.703125
esenin /A/,Terrorist,-1673,560,-59.96875,AK47,100,100,0,0,0,False,True,False,350.8594,0.703125
esenin /A/,Terrorist,-1673,560,-59.96875,AK47,100,100,0,0,0,False,True,False,350.8594,0.703125
esenin /A/,Terrorist,-1673,560,-59.96875,AK47,100,100,0,0,0,False,True,False,350.8594,0.703125
esenin /A/,Terrorist,-1673,560,-59.96875,AK47,100,100,0,0,0,False,True,False,350.8594,0.703125
esenin /A/,Terrorist,-1673,560,-59.96875,AK47,100,100,0,0,0,False,True,False,350.8594,0.703125
esenin /A/,Terrorist,-1673,560,-59.96875,AK47,100,100,0,0,0,False,True,False,350.8594,0.703125
