Name,Team,Position.X,Position.Y,Position.Z,ActiveWeapon,HP,Armour,Velocity.X,Velocity.Y,Velocity.Z,IsDucking,HasHelmet,HasDefuseKit,ViewDirectionX,ViewDirectionY,Map = de_inferno
device ;M;,Terrorist,-1612,499,-63.96876,Glock,100,0,0,0,0,False,False,False,221.8359,0
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,221.8359,0
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,221.8359,0
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,221.8359,0
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,221.8359,0
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,313.5938,0
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,310.7813,359.6484
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,303.75,1.054688
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,True,False,False,299.5313,1.054688
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,True,False,False,298.125,0.703125
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,True,False,False,298.125,0.703125
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,True,False,False,298.125,0.703125
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,True,False,False,298.125,0.703125
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,True,False,False,298.125,0.703125
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,True,False,False,298.125,0.703125
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,True,False,False,298.125,0.703125
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,True,False,False,297.7734,0.703125
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,True,False,False,297.7734,0.703125
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,True,False,False,297.7734,0.703125
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,297.7734,0.703125
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,297.7734,0.703125
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,298.125,0.703125
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,292.8516,1.054688
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,272.4609,1.757813
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,249.6094,2.109375
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,244.6875,2.109375
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,244.6875,2.109375
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,244.6875,2.109375
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,244.6875,2.109375
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,244.6875,2.109375
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,0,0,0,0,False,False,False,244.6875,2.109375
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,100,0,0,0,False,False,False,245.3906,1.757813
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,100,0,0,0,False,False,False,247.1484,1.757813
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,100,0,0,0,False,False,False,250.6641,1.757813
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,100,0,0,0,False,False,False,260.8594,2.109375
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,100,0,0,0,False,False,False,272.8125,1.757813
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,100,0,0,0,False,False,False,281.6016,1.40625
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,100,0,0,0,False,False,False,286.5234,1.054688
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,100,0,0,0,False,False,False,288.9844,1.054688
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,100,0,0,0,False,False,False,291.0938,1.054688
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,100,0,0,0,False,False,False,292.5,1.054688
device ;M;,Terrorist,-1612,499,-63.96877,Knife,100,100,0,0,0,False,False,False,294.2578,1.054688
device ;M;,Terrorist,-1612,499,-63.96877,Knife,100,100,0,0,0,False,False,False,294.9609,1.40625
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,100,0,0,0,False,False,False,294.9609,1.40625
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,100,0,0,0,False,False,False,294.9609,1.40625
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,100,0,0,0,False,False,False,294.9609,1.40625
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,100,0,0,0,False,False,False,294.9609,1.40625
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,100,0,0,0,False,False,False,295.3125,1.054688
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,100,0,0,0,False,False,False,295.3125,1.054688
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,100,0,0,0,False,False,False,295.3125,1.054688
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,100,0,0,0,False,False,False,295.3125,1.054688
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,100,0,0,0,False,False,False,295.3125,1.054688
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,100,0,0,0,False,False,False,295.3125,1.054688
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,100,0,0,0,False,False,False,295.3125,1.054688
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,100,0,0,0,False,False,False,295.3125,1.054688
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,100,0,0,0,False,False,False,295.3125,1.054688
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,100,0,0,0,False,False,False,295.3125,1.054688
device ;M;,Terrorist,-1612,499,-63.96877,Glock,100,100,0,0,0,False,False,False,295.3125,1.054688
