PathName,NumFrames,Average dead reckoned error distance,Average led reckoned error distance,DeadUpdates,LedUpdates,diffUpdates,,Dead reckoning updates per frame,Led reckoning updates per frame,,,Average dead reckoning prediction error cm,Average led reckoning prediction error cm,Dead reckoning updates per second,Led reckoning updates per second
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4064_R1_1409475105.player5.path23.csv,446,6.82234436,8.276592927,46,29,17,0.630434783,0.103139013,0.065022422,,,12.99656601,15.76690953,6.188340807,3.901345291
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4064_R1_1409486699.player0.path2.csv,397,5.696751973,6.852774872,49,33,16,0.673469388,0.123425693,0.083123426,,,10.85231251,13.05453613,7.405541562,4.987405542
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4064_R1_1409486699.player0.path6.csv,2002,10.23875735,11.87777707,378,276,102,0.73015873,0.188811189,0.137862138,,,19.50483276,22.62716532,11.32867133,8.271728272
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4064_R1_1409486699.player0.path28.csv,752,9.17499881,10.98003704,111,129,-18,1.162162162,0.147606383,0.171542553,,,17.47837273,20.91697056,8.856382979,10.29255319
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4064_R1_1409486699.player2.path8.csv,1922,12.1148896,13.83035548,414,276,138,0.666666667,0.215400624,0.143600416,,,23.07886469,26.34682718,12.92403746,8.616024974
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4064_R1_1409486699.player8.path9.csv,1427,7.202417113,7.903776639,213,129,84,0.605633803,0.149264191,0.090399439,,,13.7206046,15.0566945,8.955851437,5.423966363
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4064_R1_1409514179.player1.path22.csv,813,8.584391656,9.63101395,133,85,48,0.639097744,0.163591636,0.104551046,,,16.3532661,18.34708158,9.815498155,6.273062731
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4064_R1_1409514179.player4.path23.csv,1420,9.796915829,11.10542552,214,258,-44,1.205607477,0.150704225,0.181690141,,,18.66312465,21.15583562,9.042253521,10.90140845
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4064_R2_1409475752.player2.path36.csv,777,7.733191815,8.041688856,107,76,31,0.710280374,0.137709138,0.097812098,,,14.73173041,15.31941727,8.262548263,5.868725869
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4064_R2_1409475752.player6.path21.csv,2170,13.29277398,15.08127073,542,515,27,0.950184502,0.249769585,0.237327189,,,25.32273444,28.72982074,14.98617512,14.23963134
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4064_R2_1409475752.player8.path13.csv,508,9.535763554,10.92850816,107,60,47,0.560747664,0.210629921,0.118110236,,,18.16562957,20.81880804,12.63779528,7.086614173
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4064_R2_1409499209.player2.path29.csv,1569,9.956095693,10.75829039,188,234,-46,1.244680851,0.119821542,0.149139579,,,18.96636229,20.49454319,7.189292543,8.948374761
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4064_R2_1409499209.player8.path26.csv,556,8.044703303,8.819636133,87,74,13,0.850574713,0.15647482,0.133093525,,,15.32515979,16.80140683,9.388489209,7.985611511
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4078_R1_1406390437.player3.path24.csv,1836,12.24622368,14.55702964,413,332,81,0.803874092,0.224945534,0.180827887,,,23.32905611,27.73114146,13.49673203,10.8496732
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4078_R1_1406390437.player4.path9.csv,2196,13.19898293,15.48007244,618,556,62,0.899676375,0.281420765,0.253187614,,,25.14406248,29.489538,16.8852459,15.19125683
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4078_R1_1406390437.player4.path20.csv,1431,13.21146187,13.89899178,405,375,30,0.925925926,0.283018868,0.262054507,,,25.16783486,26.47757933,16.98113208,15.72327044
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4078_R1_1406390437.player6.path16.csv,1139,10.68492635,12.13632385,250,184,66,0.736,0.219490781,0.161545215,,,20.35478469,23.11969694,13.16944688,9.692712906
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4078_R1_1406390437.player8.path19.csv,1244,12.11431234,13.45561447,316,279,37,0.882911392,0.254019293,0.224276527,,,23.07776501,25.63294556,15.24115756,13.45659164
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4078_R1_LGB eSpor_fnatic.player5.path7.csv,1415,11.38515657,12.99299468,301,332,-31,1.102990033,0.212720848,0.234628975,,,21.68872326,24.75165486,12.76325088,14.07773852
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4078_R1_LGB eSpor_fnatic.player5.path12.csv,1469,6.654107686,7.485132153,160,117,43,0.73125,0.108917631,0.079646018,,,12.67607514,14.25917675,6.535057862,4.778761062
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4078_R1_LGB eSpor_fnatic.player9.path23.csv,1518,12.64925416,14.2659867,393,256,137,0.651399491,0.258893281,0.168642951,,,24.09682917,27.17670467,15.53359684,10.11857708
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4078_R1_LGB eSpor_fnatic.player9.path27.csv,1802,12.10422741,12.97316596,422,303,119,0.718009479,0.23418424,0.168146504,,,23.05855322,24.71388115,14.05105438,10.08879023
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4078_R2_Ninjas in_Team Dign.player2.path8.csv,1744,10.63566204,11.89584928,275,377,-102,1.370909091,0.157683486,0.216169725,,,20.26093618,22.66159288,9.461009174,12.97018349
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4078_R2_Ninjas in_Team Dign.player4.path4.csv,440,16.33144435,18.7046152,172,122,50,0.709302326,0.390909091,0.277272727,,,31.11140149,35.63229196,23.45454545,16.63636364
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4078_R2_Ninjas in_Team Dign.player4.path11.csv,1735,13.29167843,15.10717429,444,242,202,0.545045045,0.255907781,0.139481268,,,25.32064742,28.77916702,15.35446686,8.368876081
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4078_R2_Ninjas in_Team Dign.player7.path0.csv,1503,17.77906837,21.06269221,607,387,220,0.637561779,0.403858949,0.25748503,,,33.86912525,40.12442866,24.23153693,15.4491018
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4078_R2_Ninjas in_Team Dign.player8.path0.csv,759,15.56163622,17.53364829,281,202,79,0.71886121,0.370223979,0.266139657,,,29.64491701,33.4016,22.21343874,15.96837945
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4078_R2_Ninjas in_Team Dign.player8.path8.csv,1747,12.36092984,13.95183761,399,301,98,0.754385965,0.228391528,0.172295363,,,23.54757134,26.57825065,13.7034917,10.33772181
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4078_R2_Virtus Pr_LGB eSpor.player6.path16.csv,1803,13.43583864,14.83708585,493,334,159,0.677484787,0.273433167,0.185246811,,,25.59527261,28.26464855,16.40599002,11.11480865
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4078_R2_Virtus Pr_LGB eSpor.player8.path24.csv,1193,10.98853533,13.12560096,220,244,-24,1.109090909,0.184409053,0.204526404,,,20.93315981,25.00426983,11.06454317,12.27158424
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4078_R3_1406390991.player2.path23.csv,1160,10.56417258,12.24027193,244,263,-19,1.077868852,0.210344828,0.226724138,,,20.12474877,23.31771802,12.62068966,13.60344828
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4078_R3_1406390991.player9.path14.csv,1545,13.16412112,15.34939669,405,319,86,0.787654321,0.262135922,0.206472492,,,25.07765073,29.2406007,15.72815534,12.38834951
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4080_R1_Clan-Myst_fnatic.player1.path15.csv,904,12.18872436,14.33025447,227,158,69,0.696035242,0.251106195,0.174778761,,,23.21951992,27.29913477,15.06637168,10.48672566
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4080_R1_Clan-Myst_fnatic.player6.path30.csv,1799,13.06772735,14.95705515,484,349,135,0.72107438,0.269038355,0.193996665,,,24.8940206,28.49319007,16.14230128,11.63979989
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4080_R1_LGB eSpor_Clan-Myst.player4.path3.csv,1309,12.08597773,14.613902,322,212,110,0.658385093,0.245989305,0.161955691,,,23.02378757,27.83948331,14.75935829,9.717341482
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4080_R1_LGB eSpor_Clan-Myst.player4.path9.csv,1788,13.89349195,15.21874666,516,306,210,0.593023256,0.288590604,0.17114094,,,26.46710217,28.99171238,17.31543624,10.26845638
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4080_R1_LGB eSpor_Clan-Myst.player5.path15.csv,1511,10.45805329,12.5213593,281,261,20,0.928825623,0.185969557,0.172733289,,,19.92259152,23.85318947,11.1581734,10.36399735
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4080_R1_LGB eSpor_Clan-Myst.player6.path11.csv,1019,11.04367738,12.73869798,212,212,0,1,0.208047105,0.208047105,,,21.03820542,24.26721965,12.4828263,12.4828263
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4080_R1_LGB eSpor_Clan-Myst.player8.path13.csv,2448,8.358773117,9.618685779,424,382,42,0.900943396,0.173202614,0.156045752,,,15.92346279,18.32359641,10.39215686,9.362745098
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4081_R1_Ninjas in_Recursive.player1.path25.csv,875,13.47598481,15.09650336,266,200,66,0.751879699,0.304,0.228571429,,,25.67175107,28.75883891,18.24,13.71428571
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4081_R1_Ninjas in_Recursive.player2.path18.csv,709,9.048511429,11.00859394,91,61,30,0.67032967,0.128349788,0.086036671,,,17.23741427,20.97137146,7.700987306,5.162200282
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4081_R1_Ninjas in_Recursive.player2.path23.csv,987,10.34123827,11.37920875,149,112,37,0.751677852,0.150962513,0.113475177,,,19.7000589,21.67739267,9.05775076,6.808510638
