PathName,NumFrames,Average dead reckoned error distance,Average led reckoned error distance,DeadUpdates,LedUpdates,diffUpdates,,Dead reckoning updates per frame,Led reckoning updates per frame,,,Average dead reckoning prediction error cm,Average led reckoning prediction error cm,Dead reckoning updates per second,Led reckoning updates per second
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\5061_R1_Team LDLC_Virtual I.player8.path15.csv,1055,11.03822583,9.750981448,313,93,220,0.297124601,0.296682464,0.088151659,,,21.0278202,18.57561966,17.80094787,5.289099526
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\5064_R1_1414961095.player3.path2.csv,382,29.28412257,26.82128934,325,169,156,0.52,0.85078534,0.442408377,,,55.78625349,51.09455618,51.04712042,26.54450262
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\5064_R1_1414961095.player6.path14.csv,3903,16.87594482,17.52922492,1352,780,572,0.576923077,0.346400205,0.199846272,,,32.14867488,33.39317347,20.7840123,11.99077633
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\5064_R1_1414961095.player9.path18.csv,966,17.61722112,16.55782711,508,186,322,0.366141732,0.525879917,0.192546584,,,33.56080623,31.54266064,31.55279503,11.55279503
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\5064_R3_1414960933.player2.path15.csv,1475,15.2759503,14.96383108,504,303,201,0.601190476,0.341694915,0.205423729,,,29.10068532,28.5060982,20.50169492,12.32542373
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\5064_R3_1414960933.player2.path17.csv,3977,13.29764156,14.38633011,1326,898,428,0.677224736,0.333417149,0.22579834,,,25.33200718,27.40595885,20.00502892,13.54790043
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\5064_R3_1414960933.player3.path27.csv,3007,18.78906287,19.19723838,1413,649,764,0.45930644,0.469903558,0.215829731,,,35.79316477,36.57073911,28.1942135,12.94978384
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\5077_R1_Team LDLC_Cloud9CS.player1.path19.csv,1318,12.49425313,13.86781621,273,191,82,0.6996337,0.207132018,0.14491654,,,23.80155221,26.41818989,12.42792109,8.694992413
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\5077_R1_Team LDLC_Cloud9CS.player2.path9.csv,2125,10.27103888,11.78919409,400,289,111,0.7225,0.188235294,0.136,,,19.56632906,22.45841474,11.29411765,8.16
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\5077_R2_VirtusPr_Cloud9CS.player3.path14.csv,1212,14.22927141,15.7610722,360,205,155,0.569444444,0.297029703,0.169141914,,,27.10676203,30.02484255,17.82178218,10.14851485
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\5077_R2_VirtusPr_Team LDLC.player3.path22.csv,1691,11.08307916,13.3007093,329,292,37,0.887537994,0.194559432,0.172678888,,,21.11326579,25.33785121,11.67356594,10.36073329
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\5077_R2_VirtusPr_Team LDLC.player5.path11.csv,1445,10.79831915,12.18175495,244,217,27,0.889344262,0.168858131,0.15017301,,,20.57079797,23.20624318,10.13148789,9.010380623
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\5077_R2_VirtusPr_Team LDLC.player9.path20.csv,1590,12.24127632,14.44920746,405,284,121,0.701234568,0.254716981,0.178616352,,,23.31963139,27.52574021,15.28301887,10.71698113
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\5078_R1_iBUYPOWER_fnatic.player6.path12.csv,1398,11.60606466,12.8478472,271,210,61,0.774907749,0.193848355,0.150214592,,,22.10955318,24.47514892,11.63090129,9.012875536
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\5078_R1_iBUYPOWER_fnatic.player7.path28.csv,781,11.19770098,11.6719818,155,97,58,0.625806452,0.198463508,0.124199744,,,21.33162038,22.23512534,11.9078105,7.451984635
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\5079_R1_fnatic_VirtusPr.player2.path24.csv,1331,12.83079398,14.54432008,315,282,33,0.895238095,0.236664162,0.211870774,,,24.44266252,27.70692975,14.19984974,12.71224643
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\5079_R1_fnatic_VirtusPr.player4.path9.csv,1856,13.32122213,15.06895443,486,385,101,0.79218107,0.261853448,0.207435345,,,25.37692816,28.70635818,15.7112069,12.44612069
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\5079_R1_fnatic_VirtusPr.player4.path22.csv,927,13.31703088,16.02628171,247,174,73,0.704453441,0.266450917,0.187702265,,,25.36894383,30.53006666,15.98705502,11.26213592
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\5079_R1_fnatic_VirtusPr.player6.path25.csv,1480,11.68805851,12.76735001,314,221,93,0.703821656,0.212162162,0.149324324,,,22.26575145,24.32180176,12.72972973,8.959459459
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\5079_R1_fnatic_VirtusPr.player8.path22.csv,1451,12.85628664,14.15271678,315,267,48,0.847619048,0.217091661,0.184011027,,,24.49122605,26.96092546,13.02549966,11.04066161
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\5079_R1_Team LDLC_iBUYPOWER.player4.path24.csv,1392,11.66602732,13.83007004,339,314,25,0.926253687,0.243534483,0.225574713,,,22.22378204,26.34628342,14.61206897,13.53448276
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\5079_R1_Team LDLC_iBUYPOWER.player4.path47.csv,2042,10.94813377,12.26097097,446,365,81,0.81838565,0.21841332,0.178746327,,,20.85619483,23.3571497,13.10479922,10.72477963
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\5079_R1_Team LDLC_iBUYPOWER.player5.path60.csv,1307,14.68040771,15.45704428,450,248,202,0.551111111,0.344299923,0.189747513,,,27.96617668,29.44566936,20.65799541,11.3848508
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\5079_R1_Team LDLC_iBUYPOWER.player6.path21.csv,1707,10.93686111,13.50596587,344,391,-47,1.136627907,0.20152314,0.229056825,,,20.83472041,25.72886498,12.0913884,13.74340949
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\5079_R1_Team LDLC_iBUYPOWER.player7.path26.csv,421,9.022408653,9.538424884,74,44,30,0.594594595,0.175771971,0.104513064,,,17.18768848,18.1706994,10.54631829,6.270783848
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\5079_R1_Team LDLC_iBUYPOWER.player8.path38.csv,516,10.63825995,11.73891326,125,74,51,0.592,0.242248062,0.143410853,,,20.2658852,22.36262976,14.53488372,8.604651163
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\5221_R1_Cloud9CS_HellRaise.player2.path4.csv,978,11.03983125,13.68954874,218,219,-1,1.004587156,0.222903885,0.22392638,,,21.03087854,26.07859035,13.37423313,13.43558282
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\5221_R1_Cloud9CS_HellRaise.player5.path4.csv,778,11.4474189,12.19108568,179,119,60,0.664804469,0.230077121,0.152956298,,,21.80733301,23.22401822,13.80462725,9.177377892
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\5221_R1_Cloud9CS_HellRaise.player6.path11.csv,822,9.018539734,9.613300738,136,114,22,0.838235294,0.165450122,0.138686131,,,17.18031819,18.31333791,9.927007299,8.321167883
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\5222_R1_iBUYPOWER_PENTA Spo.player0.path25.csv,1940,11.56520475,12.67657538,391,358,33,0.915601023,0.201546392,0.184536082,,,22.03171505,24.1488761,12.09278351,11.07216495
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\5222_R1_iBUYPOWER_PENTA Spo.player1.path29.csv,908,10.46192916,11.883752,185,141,44,0.762162162,0.203744493,0.155286344,,,19.92997505,22.63854755,12.2246696,9.317180617
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\5222_R1_iBUYPOWER_PENTA Spo.player6.path6.csv,1557,11.31217981,11.69115777,380,230,150,0.605263158,0.244059088,0.147719974,,,21.54970253,22.27165556,14.64354528,8.863198459
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\5222_R1_iBUYPOWER_PENTA Spo.player7.path2.csv,725,10.65047452,11.99580245,168,110,58,0.654761905,0.231724138,0.151724138,,,20.28915396,22.85200367,13.90344828,9.103448276
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\5222_R1_iBUYPOWER_PENTA Spo.player7.path27.csv,1961,12.94453361,15.06080954,510,611,-101,1.198039216,0.260071392,0.311575727,,,24.65933652,28.69084216,15.60428353,18.6945436
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\5222_R1_iBUYPOWER_PENTA Spo.player9.path7.csv,552,9.31843638,10.1975885,112,64,48,0.571428571,0.202898551,0.115942029,,,17.7516213,19.42640609,12.17391304,6.956521739
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\5224_R1_VirtusPr_myXMG.player0.path18.csv,1566,11.85377499,13.10523615,351,248,103,0.706552707,0.224137931,0.158365262,,,22.58144136,24.96547487,13.44827586,9.501915709
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\5224_R1_VirtusPr_myXMG.player3.path11.csv,572,9.265514809,10.22566413,100,42,58,0.42,0.174825175,0.073426573,,,17.65080571,19.47989017,10.48951049,4.405594406
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\5224_R1_VirtusPr_myXMG.player4.path17.csv,1406,11.4271489,13.27364128,357,306,51,0.857142857,0.253911807,0.217638691,,,21.76871866,25.28628664,15.23470839,13.05832148
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\5224_R1_VirtusPr_myXMG.player6.path1.csv,1042,12.58486596,13.13457519,280,239,41,0.853571429,0.268714012,0.229366603,,,23.97416965,25.02136573,16.12284069,13.76199616
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\5224_R1_VirtusPr_myXMG.player9.path12.csv,1001,9.719542688,11.63741414,163,182,-19,1.116564417,0.162837163,0.181818182,,,18.51572882,22.16927393,9.77022977,10.90909091
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\5225_R1_1417175304.player3.path1.csv,2069,8.734866388,9.57595243,306,290,16,0.947712418,0.147897535,0.140164331,,,16.63992047,18.24218938,8.873852102,8.409859836
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\5260_R1_Flipsid3 _London Co.player2.path8.csv,1872,13.32456047,15.09590277,490,457,33,0.932653061,0.261752137,0.244123932,,,25.38328769,28.75769478,15.70512821,14.6474359
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\5260_R1_Flipsid3 _London Co.player3.path19.csv,1022,12.43990318,13.50857626,276,163,113,0.59057971,0.270058708,0.159491194,,,23.69801556,25.73383777,16.2035225,9.569471624
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\5260_R1_Flipsid3 _London Co.player8.path4.csv,1928,10.4611617,11.3796812,388,525,-137,1.353092784,0.201244813,0.272302905,,,19.92851303,21.67829268,12.0746888,16.33817427
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\7234_R1_Team EnVy_Flipsid3 .player0.path1.csv,3846,13.90515588,15.54090531,1259,994,265,0.789515488,0.327353094,0.258450338,,,26.48932194,29.60542461,19.64118565,15.50702028
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\7234_R1_Team EnVy_Flipsid3 .player0.path3.csv,2728,13.28927272,15.32390668,841,887,-46,1.05469679,0.308284457,0.325146628,,,25.31606454,29.19204222,18.49706745,19.50879765
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\7234_R1_Team EnVy_Flipsid3 .player5.path18.csv,2411,12.84496329,13.33373817,795,415,380,0.522012579,0.329738698,0.172127748,,,24.46965506,25.40077122,19.78432186,10.32766487
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\7234_R1_Team EnVy_Flipsid3 .player7.path4.csv,2728,14.70809609,15.10121657,995,501,494,0.503517588,0.36473607,0.183651026,,,28.01892305,28.76781757,21.88416422,11.01906158
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\7234_R1_Team EnVy_Flipsid3 .player8.path3.csv,2182,12.94034347,12.56884081,720,295,425,0.409722222,0.329972502,0.135197067,,,24.65135431,23.94364175,19.79835014,8.111824015
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\navi-vs-astana-techlabsfinals-inferno.player0.path16.csv,1423,11.65051076,13.3340118,306,282,24,0.921568627,0.215038651,0.198172874,,,22.19422301,25.40129247,12.90231904,11.89037245
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\navi-vs-astana-techlabsfinals-inferno.player5.path10.csv,1836,13.1804856,14.86130252,479,300,179,0.626304802,0.260893246,0.163398693,,,25.10882507,28.31078131,15.65359477,9.803921569
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\navi-vs-astana-techlabsfinals-inferno-ot2.player7.path0.csv,1145,11.88997197,13.9839083,259,160,99,0.617760618,0.226200873,0.139737991,,,22.6503966,26.6393453,13.5720524,8.384279476
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\og-vs-tritan-inferno-s11-1409.player6.path12.csv,632,11.08518243,12.70641093,145,99,46,0.682758621,0.22943038,0.15664557,,,21.11727252,24.20571281,13.76582278,9.398734177
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\og-vs-tritan-inferno-s11-1409.player7.path17.csv,1451,11.81526187,13.58875033,297,225,72,0.757575758,0.204686423,0.155065472,,,22.50807387,25.88656938,12.28118539,9.303928325
