PathName,NumFrames,Average dead reckoned error distance,DeadUpdates,Average led reckoned error distance,LedUpdates
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4081_R1_Recursive_iBUYPOWER.player1.path23.csv,870,11.0383561918969,188,11.7908656171825,108
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4081_R1_Recursive_iBUYPOWER.player1.path25.csv,1506,12.760030664414,347,14.3831450600729,318
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4081_R1_Recursive_iBUYPOWER.player2.path6.csv,2140,13.1300685252132,544,15.4902931815112,417
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4081_R1_Recursive_iBUYPOWER.player3.path1.csv,662,15.2412685330659,201,17.4032812629307,88
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4081_R1_Recursive_iBUYPOWER.player8.path23.csv,779,11.4031474224591,198,12.6748388594091,136
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4081_R1_Recursive_Universal.player0.path20.csv,1521,12.5313274289692,335,14.4671178022953,181
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4081_R1_Recursive_Universal.player2.path15.csv,784,11.9378422899727,188,13.3479901770366,86
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4081_R1_Recursive_Universal.player3.path12.csv,908,11.3291595381026,193,11.6936987685619,116
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4081_R1_Recursive_Universal.player3.path19.csv,1937,10.1231886221915,394,11.6132830866478,359
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4081_R1_Recursive_Universal.player8.path5.csv,880,11.5995260898679,219,13.572419494012,162
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4082_R1_Team Very_compLexit.player1.path18.csv,464,6.88887784404005,59,7.65892500233405,31
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4082_R1_Team Very_compLexit.player5.path14.csv,1810,14.1806578446449,588,15.8438440754384,447
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4082_R1_Team Very_compLexit.player8.path20.csv,1050,12.7667117177184,283,14.4205799397215,185
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4082_R1_Team Very_compLexit.player9.path10.csv,1315,12.5204530406805,317,13.6505381686734,256
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4082_R1_Team Very_Xapso.player0.path2.csv,355,16.6764025832644,110,18.8615186043656,54
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4082_R1_Team Very_Xapso.player0.path11.csv,1551,12.9387623442517,444,14.2145338308004,306
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4082_R1_Team Very_Xapso.player4.path17.csv,3325,3.92491406100543,255,4.37625414832873,182
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4082_R1_Team Very_Xapso.player6.path0.csv,773,14.8185751275959,207,16.9370597357131,133
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4083_R1_Astana Dr_Reason Ga.player4.path16.csv,1556,11.8395931968893,309,12.9677035647365,235
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4083_R1_Reason Ga_SK Gaming.player5.path11.csv,2218,12.5245186043268,480,14.2871882313501,617
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4083_R1_Reason Ga_SK Gaming.player7.path17.csv,525,8.36665549729257,77,9.9529920409629,40
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4083_R1_SK Gaming_CPH Wolve.player9.path13.csv,1599,12.5572332127572,401,13.9799326321491,294
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4084_R1_1406236021.player1.path21.csv,1028,12.8944081101718,285,14.3081462103358,212
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4084_R1_1406236021.player3.path10.csv,1510,13.6824820909149,439,14.861224015901,326
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4084_R1_1406236021.player8.path31.csv,2351,13.4959170703153,640,15.9124523297801,466
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4084_R1_1406237252.player2.path1.csv,1143,8.13127292589291,197,11.6607656605615,214
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4084_R1_1406237252.player5.path15.csv,1373,11.5975175789391,286,13.5263571139362,196
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4084_R1_fnatic_Recursive.player3.path8.csv,1503,12.631202110348,358,13.8914665320383,237
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4084_R1_fnatic_Recursive.player3.path32.csv,1122,11.5295650246536,263,13.6142507883267,238
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4084_R1_fnatic_Recursive.player4.path25.csv,905,11.3934648135043,183,12.9787186236083,106
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4084_R1_fnatic_Recursive.player8.path18.csv,1790,13.7926661097647,489,15.8584417518093,483
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4084_R2_1406239464.player4.path8.csv,1367,13.3356080909584,390,15.1598152411409,296
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4084_R2_1406239464.player8.path18.csv,679,9.69402768716088,147,10.6767299329496,84
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4084_R2_1406241480.player3.path18.csv,1586,12.805487257007,372,15.5783573772582,299
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4084_R2_1406241480.player4.path22.csv,983,12.2217562262799,229,13.4870237682177,154
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4084_R3_fnatic_Ninjas in.player2.path30.csv,609,8.21356460895259,97,9.99086287181043,68
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4084_R3_fnatic_Ninjas in.player7.path1.csv,405,6.55042246770277,73,7.40822525127022,37
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4084_R3_fnatic_Ninjas in.player9.path15.csv,1533,12.7184843698362,379,14.9741190973341,262
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4148_R1_1406604099.player0.path32.csv,1526,12.6888652296877,355,14.6240144589971,257
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4148_R1_1406604099.player4.path2.csv,402,16.7959351903265,169,19.0343817461824,122
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4148_R1_1406604190.player2.path25.csv,383,8.37449313857008,67,9.409094540151,20
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4148_R1_1406604190.player4.path13.csv,1430,13.3731134857873,384,15.8997785095162,327
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4148_R2_1406604294.player6.path21.csv,1186,12.8466455952211,298,14.0629215236631,343
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4148_R2_1406604294.player7.path28.csv,1197,11.6641534202525,259,13.4488504877164,251
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4148_R2_1406604294.player9.path29.csv,1145,10.3178073826724,137,12.4021803704534,176
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4181_R1_1406571563.player3.path20.csv,1131,12.5212811144245,297,13.130879204687,305
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4181_R1_1406571563.player5.path19.csv,1413,11.3659048340928,298,13.2138257781561,275
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4181_R1_1406571563.player6.path18.csv,743,12.1849418210909,198,13.6899076528159,112
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4181_R1_1406571563.player7.path24.csv,1475,12.2018767182641,343,13.7488527749481,284
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4181_R2_LGB eSpor_Team LDLC.player0.path23.csv,1284,12.7708583330014,339,13.8917467005836,279
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4181_R2_LGB eSpor_Team LDLC.player4.path22.csv,1378,13.322180985161,400,15.3204560507873,278
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4181_R2_LGB eSpor_Team LDLC.player5.path19.csv,1567,13.9482937663853,478,16.8158435490994,462
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4181_R2_LGB eSpor_Team LDLC.player8.path2.csv,1764,13.091563808326,512,14.0068471574212,339
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4181_R4_1406571314.player6.path18.csv,800,11.5885382350593,192,12.1111966955144,113
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4181_R4_1406571314.player8.path19.csv,1468,12.4638801612527,386,13.9652645275943,234
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4343_R1_1406274822.player0.path31.csv,591,10.4772249442498,125,11.6944968767316,99
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4343_R1_1406274822.player1.path24.csv,978,12.7934533814996,270,13.5858110396245,173
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4343_R1_1406274822.player2.path9.csv,2310,13.9658748732485,689,15.6972229182034,519
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4343_R1_1406274822.player2.path15.csv,1935,11.7190317973139,468,13.2912397516232,408
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4343_R1_1406274822.player3.path13.csv,1662,13.3484465181596,379,14.4641698113952,345
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4343_R1_1406274822.player3.path14.csv,569,10.1656117199237,95,11.4099216277278,48
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4343_R1_1406274822.player3.path30.csv,692,11.2398881838921,177,12.8376094748397,103
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4343_R1_1406274822.player9.path18.csv,1994,12.1661878871242,430,13.6698308171691,431
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4355_R1_Epsilon_HellRaise.player0.path14.csv,1128,9.8085750304948,241,10.4187094516849,144
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4356_R1_CPH Wolve_Natus Vin.player6.path10.csv,1352,13.8415755708288,401,16.0088089573568,265
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4356_R1_CPH Wolve_Natus Vin.player9.path24.csv,1517,11.0862012834385,329,12.9953058193664,307
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4356_R1_Team LDLC_Natus Vin.player1.path17.csv,1386,9.89321894067354,253,11.2448660006764,162
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4356_R1_Team LDLC_Natus Vin.player5.path27.csv,1801,10.9117928072785,375,11.7415568459496,243
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4356_R1_Team LDLC_Natus Vin.player5.path28.csv,1455,11.404599460985,297,12.645946475785,283
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4356_R1_Team LDLC_Natus Vin.player9.path24.csv,2933,6.27261268702181,366,7.20208754644737,264
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4359_R1_1408196023.player1.path7.csv,1441,12.2681229328964,377,14.6284130105281,314
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4359_R1_1408196023.player1.path14.csv,1024,10.5752659018516,223,12.1378875044649,197
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4359_R1_1408196023.player5.path12.csv,2097,12.0058152092358,483,12.912777412251,345
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4359_R1_1408196023.player8.path20.csv,1270,8.71308252486162,216,9.90360510482619,164
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4359_R1_fnatic_Natus Vin.player0.path28.csv,701,10.6835378107823,139,12.2116765832144,100
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4359_R1_fnatic_Natus Vin.player5.path13.csv,627,10.1420217712358,135,11.1293949001298,60
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4359_R2_Team LDLC_Ninjas in.player5.path3.csv,1258,14.0874468963213,410,16.3710939489969,317
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4359_R3_1408297191.player1.path21.csv,1481,11.0137556803878,314,12.5744563010543,223
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4359_R3_1408297191.player5.path11.csv,1568,14.3665011046037,545,14.8164364789713,350
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4359_R3_1408297191.player7.path17.csv,1209,10.4738491484748,248,11.6305825153136,268
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4359_R3_1408297191.player8.path20.csv,2090,14.2607759184012,610,16.8131464188177,491
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4370_R1_Epsilon_iBUYPOWER.player0.path10.csv,1853,17.8411075160127,942,17.5621181021369,516
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4370_R1_Epsilon_iBUYPOWER.player9.path7.csv,2663,17.2342326448849,1144,17.5485116285642,539
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4370_R1_Epsilon_iBUYPOWER.player9.path18.csv,2863,19.7812698993672,1608,19.4224162786396,751
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4370_R1_Epsilon_Team Infu.player1.path11.csv,1216,15.4466330302496,498,15.2229392921822,158
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4370_R1_Epsilon_Team Infu.player8.path13.csv,3502,14.1855430908139,1140,15.9304585210054,785
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4370_R1_iBUYPOWER_Team Infu.player2.path5.csv,3157,16.3818625704645,1164,18.5583629159562,790
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4370_R1_iBUYPOWER_Team Infu.player2.path6.csv,1291,18.6910912588275,688,18.1910518909104,337
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4370_R1_iBUYPOWER_Team Infu.player4.path20.csv,2409,15.0523495222302,911,15.8560564136168,601
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4370_R1_iBUYPOWER_Team Infu.player5.path8.csv,2984,17.7206837950596,1432,19.0251868022756,975
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4370_R1_London Co_Epsilon.player1.path6.csv,1327,15.1509508655492,573,13.750556226274,204
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4370_R1_London Co_Epsilon.player4.path8.csv,1059,11.6117789028238,335,11.0228380588995,167
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4370_R1_London Co_Epsilon.player6.path16.csv,3895,18.5829572731196,1796,19.6694217929843,925
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4370_R1_London Co_Epsilon.player6.path24.csv,3111,16.5115598761047,1229,17.2210019157883,761
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4370_R1_London Co_Epsilon.player9.path6.csv,2937,15.2571843706063,1261,14.1735521471367,544
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4370_R1_Ninjas in_iBUYPOWER.player4.path1.csv,2939,14.4149957405918,981,15.1658918504009,541
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4370_R1_Ninjas in_iBUYPOWER.player4.path15.csv,1563,16.7824816712161,686,16.2446951999457,256
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4370_R1_Ninjas in_iBUYPOWER.player4.path21.csv,1966,16.7119330875401,914,16.8637404152288,339
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4370_R1_Ninjas in_iBUYPOWER.player6.path9.csv,1593,14.2267432152695,531,14.3042087295935,227
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4370_R1_Team Infu_fnatic.player4.path18.csv,3750,14.271274249339,1215,14.7661089161858,623
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4370_R1_Team Infu_fnatic.player6.path3.csv,2349,21.5183022017593,1442,21.4291420343145,817
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4370_R1_Team Infu_fnatic.player6.path9.csv,1588,14.6202814639903,595,14.931451739858,320
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4370_R1_Team Infu_fnatic.player8.path17.csv,1236,14.9975328303929,521,14.2860209668416,259
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4370_R1_Team Infu_fnatic.player8.path22.csv,3820,14.693280259142,1423,14.6151368265613,807
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4372_R1_1407862844.player2.path16.csv,1120,19.5771800335704,631,16.7171473338018,218
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4372_R1_1407862844.player6.path0.csv,1224,25.0757536875347,866,24.6431649467536,383
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4372_R1_1407862844.player7.path25.csv,3457,17.9361886202329,1499,18.8500530938333,970
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4372_R1_1407862844.player9.path19.csv,3687,13.2618440278718,1294,13.081824678484,639
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4372_R1_1407862844.player9.path22.csv,2007,15.1967370188155,829,14.975335999287,441
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4372_R1_1407863098.player3.path7.csv,3100,18.6980181928565,1648,19.4433214353754,908
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4372_R1_1407863098.player5.path6.csv,3620,17.1083018292864,1597,17.282590329404,704
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4372_R1_1407863098.player5.path23.csv,3343,16.6089814940622,1302,18.3698510570858,859
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4372_R1_1407863098.player6.path8.csv,1818,14.1540387019403,657,14.8406191597274,339
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4372_R1_1407863098.player7.path17.csv,1875,17.329942637328,813,18.0071635530261,426
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4372_R1_1407863405.player9.path5.csv,1842,19.8435257970609,1001,19.4482853748677,447
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4372_R1_London Co_Virtus Pr.player3.path20.csv,3794,13.2848757471012,1141,13.2343728951242,606
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4372_R1_London Co_Virtus Pr.player6.path3.csv,3757,17.4491433199972,1736,17.6673919790868,1083
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4372_R1_London Co_Virtus Pr.player6.path7.csv,1923,21.3182769767431,1200,19.2940563466614,487
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4372_R1_London Co_Virtus Pr.player8.path20.csv,3828,17.0254244614855,1467,17.8166395803925,868
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4372_R2_1407863566.player5.path4.csv,1854,21.4241754351833,1120,19.2786893624262,442
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4372_R2_1407864315.player3.path14.csv,4032,19.1119142110973,2068,20.4984108274281,1611
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4372_R2_1407864315.player3.path19.csv,1343,18.9783914184075,726,17.1642889077735,227
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4372_R2_1407864315.player5.path11.csv,1797,17.2944585511038,853,16.903428060378,314
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4372_R2_1407864315.player9.path20.csv,3463,14.2180735646027,1083,14.7906081507386,633
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4436_R2_1410818576.player0.path1.csv,1029,12.2952324014007,351,13.2491211849336,260
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4436_R2_1410818576.player0.path13.csv,2048,19.3254175926257,1022,19.6211665473067,476
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4436_R2_1410818576.player6.path9.csv,1690,15.7083290674192,594,16.7519515903617,507
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4436_R2_1410818576.player6.path32.csv,4040,20.4759260307011,2106,21.1361624241727,1355
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4623_R1_Epsilon_HellRaise.player1.path28.csv,966,10.9575484926175,181,12.5784920859414,162
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4623_R1_Epsilon_HellRaise.player1.path47.csv,3651,5.5153664990888,338,6.16014916465494,353
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4623_R1_Epsilon_HellRaise.player2.path7.csv,475,8.77307012457528,75,11.6578414119917,49
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4623_R1_Epsilon_HellRaise.player9.path62.csv,1522,12.5848770742873,402,13.6594656818067,333
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4623_R1_fnatic_Epsilon.player2.path27.csv,758,10.0808885777738,137,10.9603778784902,85
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4623_R1_fnatic_Epsilon.player2.path30.csv,1855,13.0645570656465,510,14.2466359089602,392
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4623_R1_fnatic_Epsilon.player3.path8.csv,1556,12.2859169856554,361,13.9815228383505,289
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4623_R1_fnatic_Epsilon.player4.path11.csv,1572,11.7133596715954,360,13.4845003091686,201
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4623_R1_fnatic_Epsilon.player5.path17.csv,1527,14.1171799180873,462,15.9661855423099,387
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4623_R1_fnatic_Ninjas in.player2.path18.csv,1675,6.50955362712347,213,7.77849441832073,215
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4623_R1_fnatic_Ninjas in.player4.path9.csv,2019,12.169668640283,481,14.205502354236,382
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4623_R1_fnatic_Ninjas in.player7.path8.csv,1585,10.7279609950121,308,12.5655216837789,315
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4623_R1_fnatic_Ninjas in.player8.path24.csv,1888,12.5040778228021,409,14.2294562426506,264
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4623_R1_fnatic_TitanCS.player5.path12.csv,1265,12.5849677237437,314,13.6545039770117,260
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4623_R1_fnatic_TitanCS.player6.path25.csv,566,12.2140107208386,175,13.8344521910184,116
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4623_R1_HellRaise_Mercenary.player2.path8.csv,408,8.81055832283725,79,10.5744443586458,49
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4623_R1_HellRaise_Mercenary.player5.path23.csv,1855,11.2613495846197,390,13.150694441618,311
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4623_R1_HellRaise_Mercenary.player6.path27.csv,1907,7.3211723413568,129,6.36914888729988,98
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4623_R1_HellRaise_Mercenary.player7.path16.csv,1239,12.9092069799826,336,15.2810341412342,290
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4623_R1_Ninjas in_Epsilon.player6.path31.csv,1088,10.2089560382163,233,11.7788369357963,189
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4623_R1_Ninjas in_Epsilon.player9.path27.csv,4316,5.43078632370138,452,5.63091115423529,410
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4623_R1_Ninjas in_Epsilon.player9.path29.csv,747,9.48178402160084,152,9.99538877463024,90
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4623_R1_Team LDLC_Ninjas in.player3.path12.csv,1851,13.512156668966,498,14.9345432916282,299
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4623_R1_Team LDLC_Ninjas in.player10.path14.csv,1379,13.0563342921914,360,14.6255006935721,270
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4623_R1_Virtus Pr_Ninjas in.player1.path13.csv,869,12.5111874323893,243,14.8212549430296,199
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4623_R1_Virtus Pr_Ninjas in.player6.path22.csv,1836,12.6725420912982,447,13.8264108051664,424
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4623_R2_TitanCS_Ninjas in.player0.path25.csv,584,9.65739103919958,95,11.3976677024953,59
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4623_R2_TitanCS_Ninjas in.player4.path24.csv,867,11.1377779178902,153,12.6107404621626,118
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4624_R1_Aware Gam_savage.player1.path20.csv,728,12.2082403379698,202,13.8195972959396,131
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4624_R1_Aware Gam_savage.player3.path8.csv,1961,14.6293802890081,662,16.9176192359245,493
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4624_R1_Aware Gam_savage.player7.path16.csv,410,8.31850251273054,59,10.4147921870228,26
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4624_R1_Aware Gam_savage.player8.path0.csv,668,13.4903735670326,219,14.8457406728088,127
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4624_R1_Aware Gam_savage.player9.path19.csv,826,11.5456412755659,165,13.2265304697451,106
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4624_R1_Denial eS_Aware Gam.player0.path8.csv,515,9.90445159952359,95,11.1024607661987,50
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4624_R1_Denial eS_Aware Gam.player1.path5.csv,1133,10.3370898550712,212,11.932146813108,186
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4624_R1_Denial eS_Aware Gam.player6.path25.csv,845,10.1856283628324,146,12.9711477540573,145
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4624_R1_savage_Denial eS.player0.path8.csv,1810,11.6767014948174,330,15.0886747927624,305
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4624_R1_savage_Denial eS.player0.path11.csv,1299,11.7301095473921,248,14.0755194473345,206
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4624_R1_savage_Denial eS.player1.path9.csv,855,12.7315653285408,224,14.5869244473947,110
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4624_R1_savage_Denial eS.player2.path5.csv,1080,10.8424655235805,185,12.4992617788144,125
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4648_R1_DenmarkC_LatviaCS.player1.path11.csv,1780,14.2235269548073,692,15.2453693250772,409
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4648_R1_DenmarkC_LatviaCS.player2.path19.csv,1914,19.0643389753847,1229,20.4703172594666,541
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4648_R1_DenmarkC_LatviaCS.player4.path19.csv,1377,18.1967884490741,952,19.1675167516728,222
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4649_R1_GermanyC_SwedenCS.player0.path19.csv,1231,14.2281728221802,575,15.0232487928555,243
D:\Uni\DissertationData\RawPathFiles_MoreThanSixtyKB\4649_R1_GermanyC_SwedenCS.player3.path26.csv,2024,12.9698844088751,592,14.8383569160059,400
